alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
3.43,0.292,2.93,3.36,2.04,-0.0433,Agressive,Agressive
3.45,0.29,3.16,3.39,1.97,-0.0442,Agressive,Agressive
3.61,0.277,3.23,3.42,1.96,-0.0434,Agressive,Agressive
3.8,0.263,3.24,3.4,2.23,-0.0392,Agressive,Agressive
3.87,0.259,3.14,3.36,2.23,-0.0408,Agressive,Agressive
3.84,0.26,3.17,3.33,2.23,-0.041,Agressive,Agressive
3.75,0.266,3.21,3.34,2.19,-0.0402,Agressive,Agressive
3.71,0.269,3.04,3.33,2.12,-0.0358,Agressive,Agressive
3.74,0.268,3.02,3.4,2.08,-0.0314,Agressive,Agressive
3.67,0.272,3.04,3.34,2.1,-0.0277,Agressive,Agressive
3.55,0.282,3.01,3.21,2.08,-0.023,Agressive,Agressive
3.47,0.288,2.95,3.23,2.25,-0.0204,Agressive,Agressive
3.41,0.294,2.74,3.25,2.33,-0.0137,Agressive,Agressive
3.27,0.306,2.66,3.42,2.12,-0.000264,Agressive,Agressive
3.22,0.311,2.63,3.76,2.02,0.0215,Agressive,Agressive
3.15,0.317,2.71,4.06,2,0.035,Agressive,Agressive
3.07,0.326,2.62,4.26,1.94,0.0446,Agressive,Agressive
3.07,0.326,2.48,4.33,1.9,0.0437,Agressive,Agressive
3.09,0.324,2.68,4.33,1.94,0.0269,Agressive,Agressive
3.08,0.324,2.78,4.33,2.02,0.0232,Agressive,Agressive
3.08,0.325,2.99,4.38,2.09,0.0314,Agressive,Agressive
3.09,0.324,3.15,4.43,1.97,0.0286,Agressive,Agressive
3.15,0.317,3.36,4.48,1.8,0.0327,Agressive,Agressive
3.22,0.31,3.36,4.5,1.78,0.0436,Agressive,Agressive
3.1,0.322,3.47,4.43,1.76,0.0491,Agressive,Agressive
2.83,0.354,3.55,4.25,1.72,0.0556,Agressive,Agressive
2.74,0.365,3.53,3.97,1.71,0.0562,Agressive,Agressive
2.8,0.357,3.53,3.64,1.79,0.0592,Agressive,Agressive
2.81,0.356,3.63,3.57,1.86,0.0797,Agressive,Agressive
2.8,0.358,3.55,3.62,1.88,0.112,Agressive,Agressive
2.88,0.347,3.65,3.69,2.39,0.11,Agressive,Agressive
3.17,0.315,3.52,4.39,2.65,0.0698,Agressive,Agressive
3.47,0.288,3.5,5.13,2.75,0.0369,Agressive,Agressive
3.53,0.283,3.44,5.36,2.76,0.0243,Agressive,Agressive
3.53,0.283,3.37,5.39,2.84,0.0202,Agressive,Agressive
3.47,0.288,3.27,5.45,2.83,0.0135,Agressive,Agressive
3.45,0.29,3.17,5.48,2.84,0.0111,Agressive,Agressive
3.39,0.295,3.17,5.48,2.87,0.0101,Agressive,Agressive
3.35,0.299,3.13,5.48,2.84,0.0111,Agressive,Agressive
3.34,0.299,3.01,5.47,2.82,0.00863,Agressive,Agressive
3.3,0.303,2.97,5.45,2.72,0.000798,Agressive,Agressive
3.18,0.314,2.91,5.39,2.31,-0.00543,Agressive,Agressive
2.76,0.362,2.91,5.04,1.99,0.000909,Agressive,Agressive
2.39,0.418,3.07,4.28,2,0.0427,Agressive,Agressive
2.05,0.488,3,3.62,2.1,0.0673,Agressive,Agressive
2.1,0.476,3.04,3.36,2.02,0.0732,Agressive,Agressive
2.05,0.488,3.08,2.9,2.09,0.0927,Agressive,Agressive
