alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
3.25,0.308,2.9,5.15,1.65,-0.000719,Agressive,Sad
3.38,0.296,2.92,5.12,1.57,0.0221,Agressive,Sad
3.42,0.293,2.99,5.12,1.49,0.0342,Agressive,Sad
3.45,0.29,2.82,5.1,1.55,0.0293,Agressive,Sad
3.44,0.291,2.91,5.09,1.65,0.0123,Agressive,Sad
3.35,0.299,2.88,5.04,1.71,0.00969,Agressive,Sad
3.23,0.31,2.85,4.71,1.77,0.0149,Agressive,Sad
3.18,0.315,2.8,3.93,1.78,0.0215,Agressive,Sad
3.11,0.321,2.85,3.07,1.79,0.0275,Agressive,Sad
3.05,0.328,2.9,2.31,1.76,0.0323,Agressive,Sad
2.88,0.347,2.88,1.89,1.74,0.0382,Agressive,Sad
2.7,0.37,2.7,2.04,1.68,0.0284,Agressive,Sad
2.51,0.398,2.69,2.31,1.7,-0.0232,Agressive,Sad
2.39,0.418,2.4,2.55,1.72,-0.0906,Agressive,Sad
2.31,0.432,2.41,2.82,1.59,-0.0762,Agressive,Sad
2.14,0.467,2.35,2.88,1.54,-0.0421,Agressive,Sad
2.34,0.427,2.4,2.88,1.59,-0.036,Agressive,Sad
2.46,0.407,2.46,2.92,1.52,-0.0256,Agressive,Sad
2.47,0.405,2.62,3.19,1.62,-0.0251,Agressive,Sad
2.63,0.38,2.59,3.5,1.83,-0.0247,Agressive,Sad
2.83,0.353,2.85,3.63,1.96,-0.0455,Agressive,Sad
2.81,0.356,2.94,3.63,1.92,-0.0717,Agressive,Sad
2.8,0.357,2.97,3.56,1.96,-0.0593,Agressive,Sad
2.87,0.348,3,3.46,1.9,-0.0585,Agressive,Sad
2.84,0.352,2.99,3.32,1.9,-0.0651,Agressive,Sad
2.8,0.357,2.97,3.21,1.92,-0.0669,Agressive,Sad
2.78,0.36,2.85,3.18,1.99,-0.0637,Agressive,Sad
2.73,0.366,2.9,3.17,1.91,-0.0614,Agressive,Sad
2.71,0.368,2.95,3.15,1.94,-0.064,Agressive,Sad
2.74,0.364,2.9,2.92,2.02,-0.0513,Agressive,Sad
2.62,0.382,2.82,2.4,1.79,-0.026,Agressive,Sad
2.58,0.388,2.67,1.99,1.78,0.0248,Agressive,Sad
2.63,0.38,2.83,1.8,1.84,0.0279,Agressive,Sad
2.54,0.394,2.85,1.99,1.98,0.02,Agressive,Sad
2.42,0.413,2.83,2.46,1.99,0.0406,Agressive,Sad
2.41,0.416,2.91,2.78,2.08,0.0632,Agressive,Sad
2.45,0.408,2.97,2.92,2.02,0.0718,Agressive,Sad
2.36,0.423,3.06,2.97,2.04,0.0682,Agressive,Sad
2.46,0.406,3.13,3.33,2.04,0.0202,Agressive,Sad
2.63,0.38,3.04,3.95,1.98,0.00654,Agressive,Sad
2.6,0.385,3.03,4.16,1.82,-0.00223,Agressive,Sad
2.46,0.407,3.05,4.21,1.85,-0.021,Agressive,Sad
2.58,0.388,2.99,4.38,1.86,-0.054,Agressive,Sad
3.02,0.331,2.83,4.41,1.65,-0.0322,Agressive,Sad
3.33,0.3,2.79,4.5,1.59,-0.018,Agressive,Sad
3.42,0.292,2.84,4.61,1.62,-0.0155,Agressive,Sad
3.4,0.294,2.99,4.61,1.52,-0.015,Agressive,Sad
3.43,0.291,2.95,4.63,1.52,-0.0176,Agressive,Sad
3.48,0.288,2.86,4.65,1.49,-0.0128,Agressive,Sad
3.44,0.291,2.98,4.53,2.02,-0.00931,Agressive,Sad
3.41,0.293,3.05,4.37,2.05,-0.0138,Agressive,Sad
3.41,0.293,3.07,4.34,2.09,-0.0224,Agressive,Sad
3.44,0.291,3.14,4.32,2.19,-0.0188,Agressive,Sad
3.4,0.294,3.33,4.2,2.24,-0.0153,Agressive,Sad
3.1,0.323,3.39,4.1,2.3,-0.0101,Agressive,Sad
2.99,0.335,3.56,4,2.62,0.00046,Agressive,Sad
3.33,0.3,3.53,3.88,2.64,-0.007,Agressive,Sad
3.62,0.276,3.6,3.9,2.71,-0.0136,Agressive,Sad
3.76,0.266,3.65,3.99,2.77,-0.00761,Agressive,Sad
3.91,0.256,3.66,3.96,2.87,0.00138,Agressive,Sad
4.12,0.243,3.59,3.96,2.74,0.00777,Agressive,Sad
4.19,0.238,3.64,4.15,2.82,0.0139,Agressive,Sad
4.2,0.238,3.75,4.22,2.86,0.0136,Agressive,Sad
4.17,0.24,3.62,4.2,2.99,0.0116,Agressive,Sad
4.15,0.241,3.56,4.46,2.99,0.0116,Agressive,Sad
4.15,0.241,4.03,4.71,3.01,0.00865,Agressive,Sad
4.21,0.238,4.1,5.01,2.92,0.00574,Agressive,Sad
4.3,0.233,4.07,5.31,2.9,0.0104,Agressive,Sad
4.36,0.229,4.01,5.38,2.83,0.0125,Agressive,Sad
4.32,0.231,4.01,5.36,2.75,0.0105,Agressive,Sad
4.19,0.239,4.04,5.38,2.67,0.0064,Agressive,Sad
4.07,0.246,4.02,5.37,2.71,0.00249,Agressive,Sad
3.99,0.251,4.03,5.3,2.61,0.000221,Agressive,Sad
3.98,0.251,4,5.29,2.41,0.00116,Agressive,Sad
4,0.25,3.99,5.23,2.42,0.00119,Agressive,Sad
4.03,0.248,3.91,5.07,2.24,-0.00083,Agressive,Sad
4,0.25,3.17,4.89,2.15,0.000289,Agressive,Sad
3.73,0.268,3.01,4.41,2.1,0.000694,Agressive,Sad
3.06,0.326,2.96,3.83,2.1,-0.0145,Agressive,Sad
2.56,0.391,2.94,3.72,2.11,-0.0548,Agressive,Sad
2.37,0.422,2.89,3.7,2.13,-0.0993,Agressive,Sad
2.29,0.436,2.79,3.61,2.15,-0.136,Agressive,Sad
2.36,0.423,2.64,3.45,2.01,-0.172,Agressive,Sad
2.4,0.416,2.42,3.25,1.94,-0.229,Agressive,Sad
2.41,0.415,2.31,3.21,1.89,-0.251,Agressive,Sad
2.48,0.404,2.49,3.15,1.76,-0.226,Agressive,Sad
2.59,0.386,2.5,3.35,1.89,-0.147,Agressive,Sad
2.68,0.373,2.57,3.79,1.9,-0.107,Agressive,Sad
2.84,0.352,2.74,4.45,1.95,-0.0813,Agressive,Sad
3.19,0.314,2.71,5.18,1.97,-0.0341,Agressive,Sad
3.32,0.301,2.73,5.59,2.06,-0.0128,Agressive,Sad
3.33,0.301,2.7,5.71,1.98,-0.00854,Agressive,Sad
3.31,0.302,2.64,5.71,1.97,-0.00062,Agressive,Sad
3.28,0.305,2.69,5.72,2.16,0.0092,Agressive,Sad
3.28,0.305,2.73,5.73,2.15,0.0165,Agressive,Sad
3.27,0.306,2.83,5.75,2.2,0.0255,Agressive,Sad
3.23,0.309,3.11,5.76,2.28,0.0338,Agressive,Sad
3.41,0.293,3.21,5.76,2.18,0.0238,Agressive,Sad
3.74,0.267,3.19,5.84,2.13,0.0124,Agressive,Sad
3.76,0.266,3.22,5.88,2.33,0.00816,Agressive,Sad
3.62,0.276,3.25,5.69,2.29,0.00748,Agressive,Sad
