alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
3.2,0.312,2.92,4.35,2.22,-0.0297,Agressive,Happy
3.21,0.312,2.79,4.36,2.11,-0.0278,Agressive,Happy
3.18,0.315,2.91,4.43,2.13,-0.0275,Agressive,Happy
3.15,0.317,2.83,4.52,2.15,-0.0277,Agressive,Happy
3.09,0.323,2.94,4.44,2.19,-0.0361,Agressive,Happy
2.62,0.381,3.04,4.34,2.15,-0.0581,Agressive,Happy
1.95,0.512,3.24,4.46,2.34,-0.0718,Agressive,Happy
1.75,0.57,3.29,4.5,2.3,-0.0378,Agressive,Happy
1.69,0.59,3.35,4.38,2.28,-0.0461,Agressive,Happy
1.69,0.59,3.35,4.21,2.33,-0.0672,Agressive,Happy
1.59,0.629,3.4,4.13,2.59,-0.108,Agressive,Happy
1.5,0.669,3.43,4.15,2.61,-0.145,Agressive,Happy
1.43,0.698,3.42,4.09,2.65,-0.129,Agressive,Happy
1.41,0.708,3.38,3.91,2.6,-0.156,Agressive,Happy
1.46,0.684,3.46,3.82,2.71,-0.12,Agressive,Happy
1.41,0.708,3.41,3.79,2.9,-0.0751,Agressive,Happy
1.25,0.798,3.24,3.67,2.78,-0.0728,Agressive,Happy
1.29,0.775,3.3,3.45,2.78,-0.0205,Agressive,Happy
1.9,0.525,3.29,3.21,2.79,0.0365,Agressive,Happy
2.33,0.429,3.25,3.13,2.8,0.0307,Agressive,Happy
2.44,0.41,3.21,3.05,2.68,0.0238,Agressive,Happy
2.46,0.406,3.19,2.91,2.6,0.0177,Agressive,Happy
2.43,0.411,3.18,3,2.54,0.0177,Agressive,Happy
2.44,0.41,3.23,3.3,2.55,0.012,Agressive,Happy
2.49,0.401,3.22,3.54,2.56,0.00564,Agressive,Happy
2.6,0.385,3.12,3.63,2.22,-0.0039,Agressive,Happy
2.65,0.377,3.15,3.61,2.2,-0.00631,Agressive,Happy
2.69,0.372,3.06,3.57,2.37,-0.00711,Agressive,Happy
2.6,0.385,3.11,3.68,2.43,-0.0211,Agressive,Happy
2.22,0.451,3.01,3.78,2.42,-0.0737,Agressive,Happy
1.95,0.512,3.16,3.91,2.53,-0.108,Agressive,Happy
2.11,0.474,3.23,4.24,2.63,-0.0871,Agressive,Happy
2.48,0.403,3.35,4.57,2.72,-0.0674,Agressive,Happy
2.79,0.359,3.46,4.76,2.79,-0.0561,Agressive,Happy
3.01,0.333,3.8,4.91,2.92,-0.0475,Agressive,Happy
3.05,0.328,3.84,5.04,2.89,-0.045,Agressive,Happy
3.04,0.329,3.84,5.14,2.92,-0.0467,Agressive,Happy
3.03,0.33,3.82,5.2,2.93,-0.0433,Agressive,Happy
3.03,0.33,3.83,5.22,2.85,-0.0426,Agressive,Happy
3.04,0.329,3.83,5.23,2.86,-0.0443,Agressive,Happy
3.07,0.325,3.82,5.23,2.83,-0.0415,Agressive,Happy
3.22,0.31,3.93,5.25,3.07,-0.0373,Agressive,Happy
3.18,0.314,3.97,5.19,3.02,-0.0405,Agressive,Happy
2.97,0.337,4.04,5.07,3.19,-0.0438,Agressive,Happy
2.8,0.357,3.89,4.95,3.14,-0.0501,Agressive,Happy
2.8,0.357,3.68,4.84,3.06,-0.0643,Agressive,Happy
2.81,0.356,3.67,4.79,3.12,-0.0663,Agressive,Happy
2.79,0.358,3.68,4.75,3.19,-0.0656,Agressive,Happy
2.78,0.36,3.64,4.67,3.38,-0.0721,Agressive,Happy
2.76,0.363,3.65,4.59,3.37,-0.069,Agressive,Happy
2.77,0.362,3.79,4.58,3.39,-0.0634,Agressive,Happy
2.72,0.367,3.73,4.6,3.29,-0.0615,Agressive,Happy
2.52,0.397,3.53,4.65,3.25,-0.0673,Agressive,Happy
2.68,0.374,3.49,4.65,3.22,-0.0418,Agressive,Happy
2.99,0.335,3.37,4.57,3.1,-0.0259,Agressive,Happy
3.04,0.329,3.54,4.48,3.08,-0.0206,Agressive,Happy
2.99,0.335,3.59,4.35,3.11,-0.015,Agressive,Happy
2.99,0.334,3.56,4.16,3.09,-0.00709,Agressive,Happy
3.04,0.329,3.46,4.1,2.8,-0.00139,Agressive,Happy
3.06,0.326,3.41,4.12,2.59,-0.000129,Agressive,Happy
3.07,0.326,3.43,4.14,2.64,0.00141,Agressive,Happy
3.04,0.329,3.28,4.14,2.48,-0.000814,Agressive,Happy
3.06,0.326,3.25,3.98,2.4,-0.0111,Agressive,Happy
3.08,0.325,3.25,3.75,2.4,-0.024,Agressive,Happy
2.86,0.35,3.3,3.62,2.49,-0.0395,Agressive,Happy
2.65,0.377,2.97,3.47,2.31,-0.0486,Agressive,Happy
2.68,0.373,2.93,3.34,2.33,-0.0287,Agressive,Happy
2.93,0.342,2.9,3.24,2.41,-0.00816,Agressive,Happy
2.98,0.336,2.89,3.32,2.38,-0.008,Agressive,Happy
2.93,0.342,2.94,3.5,2.41,-0.012,Agressive,Happy
2.94,0.34,2.84,3.62,2.3,-0.019,Agressive,Happy
2.98,0.336,2.73,3.65,2.3,-0.0217,Agressive,Happy
2.97,0.337,2.71,3.69,2.29,-0.0188,Agressive,Happy
2.89,0.346,2.86,3.88,2.41,-0.00579,Agressive,Happy
2.85,0.351,2.84,4,2.39,-0.000735,Agressive,Happy
2.86,0.35,2.75,3.99,2.39,-0.000124,Agressive,Happy
2.84,0.352,2.79,4.02,2.4,-0.00429,Agressive,Happy
2.63,0.381,2.77,4.12,2.47,-0.038,Agressive,Happy
2.17,0.462,2.78,4.24,2.37,-0.14,Agressive,Happy
3.02,0.331,3.34,3.63,2.05,-0.0569,Agressive,Agressive
3.05,0.328,3.39,3.6,2.03,-0.0568,Agressive,Agressive
3.04,0.329,3.25,3.59,1.94,-0.0537,Agressive,Agressive
2.98,0.335,3.11,3.63,1.86,-0.0438,Agressive,Agressive
3,0.334,3.07,3.61,1.82,-0.0274,Agressive,Agressive
3.06,0.327,3.2,3.75,1.87,-0.0283,Agressive,Agressive
3.07,0.326,3.19,4.04,1.88,-0.0252,Agressive,Agressive
3.12,0.32,3.16,4.13,1.76,-0.0148,Agressive,Agressive
3.09,0.324,3.2,4.19,1.83,-0.00503,Agressive,Agressive
2.8,0.357,3.2,4.43,1.75,0.0129,Agressive,Agressive
2.74,0.365,3.26,4.66,1.93,0.00831,Agressive,Agressive
2.94,0.34,3.2,4.89,1.99,-0.00384,Agressive,Agressive
2.96,0.338,3.22,5.05,2.13,-0.00322,Agressive,Agressive
3.09,0.323,3.27,5.09,2.13,-0.00798,Agressive,Agressive
3.25,0.308,3.24,5.08,2.13,-0.0218,Agressive,Agressive
3.24,0.308,3.1,5.07,2.12,-0.0337,Agressive,Agressive
3.23,0.309,3.11,5.01,2.05,-0.0354,Agressive,Agressive
3.21,0.311,3.15,4.86,2.13,-0.0382,Agressive,Agressive
3.08,0.325,3.23,4.78,2.15,-0.052,Agressive,Agressive
3.08,0.325,3.24,4.7,2.08,-0.0671,Agressive,Agressive
3.17,0.315,3.35,4.59,2.2,-0.0666,Agressive,Agressive
3.17,0.316,3.18,4.51,2.06,-0.0583,Agressive,Agressive
3.15,0.317,3.11,4.14,1.86,-0.0467,Agressive,Agressive
3.34,0.299,3.14,3.61,1.98,-0.0299,Agressive,Agressive
3.34,0.299,3.12,3.42,2.09,-0.024,Agressive,Agressive
3.17,0.315,3.16,3.31,2.19,-0.0169,Agressive,Agressive
3.11,0.322,3.18,3.29,2.22,-0.0115,Agressive,Agressive
3.12,0.32,3.18,3.38,2.28,-0.00907,Agressive,Agressive
3.31,0.302,3.17,3.43,2.42,-0.0107,Agressive,Agressive
3.5,0.286,3.07,3.78,2.55,-0.00922,Agressive,Agressive
3.52,0.284,3.05,4.05,2.71,-0.00283,Agressive,Agressive
3.45,0.29,2.94,4.03,2.66,0.00101,Agressive,Agressive
3.39,0.295,2.91,4.06,2.66,0.000767,Agressive,Agressive
3.24,0.309,2.89,4.15,2.66,-0.00603,Agressive,Agressive
3.04,0.329,2.96,4.17,2.83,-0.0206,Agressive,Agressive
3.03,0.33,2.97,4.26,2.82,-0.032,Agressive,Agressive
3.03,0.33,2.95,4.31,2.97,-0.0335,Agressive,Agressive
3.02,0.331,2.97,4.25,2.97,-0.0351,Agressive,Agressive
2.98,0.335,2.98,4.21,2.96,-0.0389,Agressive,Agressive
2.63,0.38,3.09,4.17,3.01,-0.0564,Agressive,Agressive
2.08,0.48,3.12,3.97,2.94,-0.127,Agressive,Agressive
2.04,0.49,3.08,3.69,2.9,-0.141,Agressive,Agressive
2.19,0.457,3.07,3.48,3.11,-0.0952,Agressive,Agressive
2.18,0.459,3.1,3.28,3.14,-0.103,Agressive,Agressive
2.22,0.45,3.22,3.31,3.12,-0.11,Agressive,Agressive
2.36,0.423,3.21,3.47,3.06,-0.071,Agressive,Agressive
2.56,0.391,3.2,3.5,3.01,-0.0562,Agressive,Agressive
2.83,0.353,3.16,3.59,3,-0.0544,Agressive,Agressive
3,0.334,3.22,3.84,3.01,-0.0516,Agressive,Agressive
3.16,0.316,3.24,4.14,2.83,-0.0455,Agressive,Agressive
3.37,0.297,3.13,4.22,2.78,-0.0343,Agressive,Agressive
3.54,0.283,3.27,4.2,2.76,-0.0325,Agressive,Agressive
3.56,0.281,3.25,4.26,2.7,-0.0398,Agressive,Agressive
3.53,0.283,3.29,4.31,2.34,-0.0469,Agressive,Agressive
3.53,0.284,3.15,4.41,2.48,-0.0464,Agressive,Agressive
3.49,0.286,3.14,4.62,2.47,-0.0464,Agressive,Agressive
3.49,0.286,3.17,4.73,2.44,-0.0397,Agressive,Agressive
3.56,0.281,3.16,4.66,2.34,-0.0284,Agressive,Agressive
3.58,0.279,3.16,4.6,2.23,-0.0235,Agressive,Agressive
3.52,0.284,2.97,4.51,2.38,-0.025,Agressive,Agressive
3.37,0.296,2.99,4.36,2.47,-0.0279,Agressive,Agressive
3.15,0.318,3.09,4.32,2.5,-0.0336,Agressive,Agressive
2.98,0.335,3.01,4.35,2.54,-0.0301,Agressive,Agressive
2.92,0.342,3.05,4.31,2.67,-0.0212,Agressive,Agressive
2.93,0.341,3.03,4.22,2.67,-0.019,Agressive,Agressive
2.94,0.34,2.96,4.02,2.62,-0.0183,Agressive,Agressive
2.98,0.336,2.91,3.61,2.73,-0.0213,Agressive,Agressive
2.8,0.357,3.06,3.35,2.78,-0.0342,Agressive,Agressive
2.29,0.436,3.13,3.36,2.81,-0.102,Agressive,Agressive
2.07,0.483,3.15,3.57,2.88,-0.153,Agressive,Agressive
2.02,0.495,3.17,3.72,2.79,-0.116,Agressive,Agressive
1.91,0.525,3.15,3.83,2.78,-0.0944,Agressive,Agressive
1.88,0.533,3.07,4.04,2.77,-0.0855,Agressive,Agressive
1.87,0.535,3.05,4.25,2.82,-0.0559,Agressive,Agressive
1.86,0.537,3,4.31,2.77,-0.0273,Agressive,Agressive
2.06,0.485,2.97,4.34,2.68,-0.0254,Agressive,Agressive
2.41,0.416,3,4.46,2.58,-0.048,Agressive,Agressive
2.5,0.4,2.88,4.49,2.4,-0.0551,Agressive,Agressive
2.48,0.403,2.94,4.53,2.37,-0.0569,Agressive,Agressive
2.64,0.378,2.93,4.56,2.23,-0.0597,Agressive,Agressive
2.67,0.374,3.09,4.48,2.41,-0.0729,Agressive,Agressive
2.71,0.369,3.02,4.38,2.43,-0.0621,Agressive,Agressive
2.88,0.347,3.13,4.28,2.32,-0.0411,Agressive,Agressive
2.95,0.339,3.16,4.09,2.26,-0.0366,Agressive,Agressive
3.01,0.332,3.17,4.05,2.09,-0.039,Agressive,Agressive
3.13,0.32,3.13,4.33,2.1,-0.0412,Agressive,Agressive
3.09,0.324,3.15,4.36,2.14,-0.0377,Agressive,Agressive
2.9,0.345,3.19,4.26,2.21,-0.0243,Agressive,Agressive
2.83,0.353,3.17,4.26,2.22,-0.014,Agressive,Agressive
2.76,0.363,3.12,4.25,2.33,-0.0108,Agressive,Agressive
2.63,0.38,2.99,4.3,2.28,0.0105,Agressive,Agressive
2.66,0.376,2.95,4.38,2.11,0.0223,Agressive,Agressive
2.64,0.379,3.01,4.38,2.17,0.0125,Agressive,Agressive
2.49,0.401,2.84,4.38,2.15,0.0129,Agressive,Agressive
2.5,0.4,2.78,4.31,2.2,0.00341,Agressive,Agressive
2.39,0.418,2.87,4.01,2.25,-0.00326,Agressive,Agressive
2.17,0.46,2.83,3.75,2.28,-0.00237,Agressive,Agressive
2.11,0.475,3.05,3.8,2.25,-0.0319,Agressive,Agressive
2.27,0.44,3.15,4.07,2.18,-0.0274,Agressive,Agressive
2.69,0.371,3.21,4.31,2.19,-0.0229,Agressive,Agressive
2.79,0.359,3.25,4.33,2.16,-0.0299,Agressive,Agressive
2.82,0.354,3.22,4.25,2.13,-0.0203,Agressive,Agressive
3.03,0.33,3.15,4.23,2.05,-0.00189,Agressive,Agressive
3.2,0.312,3.19,4.22,2.09,0.00554,Agressive,Agressive
3.2,0.312,3.47,4.29,2.26,0.00194,Agressive,Agressive
3.3,0.303,3.51,4.39,2.18,-0.000104,Agressive,Agressive
3.59,0.279,3.24,3.98,2.6,-0.0377,Agressive,Agressive
3.4,0.294,3.26,3.93,2.57,-0.0425,Agressive,Agressive
3.19,0.314,3.28,3.99,2.7,-0.0473,Agressive,Agressive
3.01,0.332,3.32,4.05,2.68,-0.0474,Agressive,Agressive
3.03,0.33,3.42,3.98,2.73,-0.0387,Agressive,Agressive
2.98,0.336,3.4,4.02,2.74,-0.027,Agressive,Agressive
2.99,0.335,3.42,4.06,2.71,-0.0191,Agressive,Agressive
2.9,0.345,3.25,4.07,2.74,-0.0219,Agressive,Agressive
2.59,0.386,3.2,4.14,2.62,-0.0161,Agressive,Agressive
2.32,0.43,3.08,4.22,2.46,0.0106,Agressive,Agressive
2.29,0.437,3.06,4.21,2.44,0.0316,Agressive,Agressive
2.39,0.419,3.03,4.2,2.33,0.0285,Agressive,Agressive
2.39,0.418,3.13,4.24,2.38,0.0262,Agressive,Agressive
2.4,0.417,3.08,4.24,2.15,0.0219,Agressive,Agressive
2.46,0.406,2.8,4.29,2.17,0.011,Agressive,Agressive
2.54,0.394,2.8,4.28,2.2,-0.0114,Agressive,Agressive
2.53,0.395,2.76,4.2,2.17,-0.0481,Agressive,Agressive
2.56,0.39,2.93,4.19,2.31,-0.0531,Agressive,Agressive
2.5,0.4,3.1,4.14,2.3,-0.0448,Agressive,Agressive
2.45,0.408,3.12,4.02,2.31,-0.0489,Agressive,Agressive
2.4,0.416,3.18,3.89,2.37,-0.0484,Agressive,Agressive
2.41,0.415,3.21,3.92,2.4,-0.0426,Agressive,Agressive
2.52,0.397,3.17,4.14,2.41,-0.0467,Agressive,Agressive
2.58,0.387,3.15,4.33,2.39,-0.0464,Agressive,Agressive
2.75,0.364,3.13,4.36,2.3,-0.0356,Agressive,Agressive
3.08,0.325,3.15,4.29,2.3,-0.0169,Agressive,Agressive
3.29,0.304,3.19,4.25,2.27,-0.00879,Agressive,Agressive
3.37,0.297,3.17,4.26,2.15,-0.00696,Agressive,Agressive
3.4,0.294,3.18,4.28,2.02,-0.00761,Agressive,Agressive
3.41,0.293,3.06,4.27,1.96,-0.00763,Agressive,Agressive
3.43,0.291,3.09,4.21,1.85,-0.00831,Agressive,Agressive
3.46,0.289,3.08,4.07,1.81,-0.00642,Agressive,Agressive
3.44,0.291,3.05,3.77,1.86,-0.00571,Agressive,Agressive
3.37,0.297,3.11,3.38,2.02,-0.00857,Agressive,Agressive
3.35,0.298,3.26,2.83,2.02,-0.00917,Agressive,Agressive
3.16,0.317,3.36,2.46,2.14,-0.0142,Agressive,Agressive
2.93,0.342,3.3,2.78,2.12,-0.0309,Agressive,Agressive
2.73,0.367,3.31,2.89,2.16,-0.0423,Agressive,Agressive
2.53,0.395,3.21,2.88,2.2,-0.046,Agressive,Agressive
2.45,0.408,3.07,3.03,2.18,-0.0485,Agressive,Agressive
2.43,0.412,2.97,3.25,2.25,-0.0432,Agressive,Agressive
2.33,0.43,3.07,3.39,2.27,-0.0415,Agressive,Agressive
2.23,0.448,3.09,3.62,2.28,-0.0491,Agressive,Agressive
2.32,0.432,3.14,4.02,2.12,-0.0106,Agressive,Agressive
2.52,0.396,3.02,4.48,2.08,0.0141,Agressive,Agressive
2.63,0.38,2.84,4.69,2.02,0.0117,Agressive,Agressive
2.56,0.391,2.8,4.68,1.97,0.0242,Agressive,Agressive
2.4,0.416,2.75,4.68,1.86,0.0458,Agressive,Agressive
2.44,0.41,2.8,4.69,1.89,0.0389,Agressive,Agressive
2.79,0.359,2.95,4.67,2,-0.00826,Agressive,Agressive
2.95,0.339,3.02,4.63,1.99,-0.0183,Agressive,Agressive
2.97,0.336,3.01,4.57,1.97,-0.0192,Agressive,Agressive
2.98,0.336,2.87,4.52,1.98,-0.0171,Agressive,Agressive
2.98,0.335,2.79,4.46,1.93,-0.0201,Agressive,Agressive
2.98,0.336,2.84,4.19,2.06,-0.0306,Agressive,Agressive
2.95,0.339,2.79,3.68,2.12,-0.0343,Agressive,Agressive
2.99,0.334,2.87,3.55,2.15,-0.0349,Agressive,Agressive
2.98,0.336,2.79,3.79,2.15,-0.0427,Agressive,Agressive
3.17,0.316,2.78,3.9,2.21,-0.0351,Agressive,Agressive
3.16,0.316,2.74,4.03,2.22,-0.0218,Agressive,Agressive
2.97,0.337,2.64,4.36,2.31,-0.01,Agressive,Agressive
2.87,0.349,2.77,4.63,2.3,-0.00866,Agressive,Agressive
2.88,0.347,2.81,4.73,2.27,-0.0111,Agressive,Agressive
2.88,0.347,2.87,4.72,2.27,-0.0119,Agressive,Agressive
2.84,0.352,2.96,4.66,2.32,-0.014,Agressive,Agressive
2.75,0.363,3.02,4.61,2.25,-0.0238,Agressive,Agressive
2.62,0.381,3.06,4.58,2.29,-0.0317,Agressive,Agressive
2.59,0.387,3.12,4.52,2.4,-0.0282,Agressive,Agressive
2.58,0.388,3.14,4.49,2.48,-0.0278,Agressive,Agressive
2.43,0.411,3.19,4.42,2.58,-0.0541,Agressive,Agressive
2.29,0.438,3.26,4.25,2.5,-0.086,Agressive,Agressive
2.39,0.418,3.22,3.99,2.44,-0.0814,Agressive,Agressive
2.37,0.422,3.18,3.63,2.45,-0.0782,Agressive,Agressive
2.36,0.424,3.19,3.53,2.42,-0.0895,Agressive,Agressive
2.36,0.424,3.16,3.57,2.44,-0.0976,Agressive,Agressive
2.39,0.419,3.13,3.55,2.37,-0.0882,Agressive,Agressive
2.42,0.413,3.18,3.66,2.37,-0.0676,Agressive,Agressive
2.44,0.411,3.05,3.89,2.4,-0.0686,Agressive,Agressive
2.35,0.426,3.13,4.04,2.34,-0.0813,Agressive,Agressive
2.08,0.482,3.17,4.02,2.19,-0.072,Agressive,Agressive
2.13,0.47,3.11,3.99,2.04,-0.0762,Agressive,Agressive
2.46,0.406,3.13,3.99,2.12,-0.0726,Agressive,Agressive
2.5,0.4,3.16,3.99,2.15,-0.0702,Agressive,Agressive
2.63,0.38,3.2,4.04,2.26,-0.0678,Agressive,Agressive
2.69,0.372,3.16,4.08,2.31,-0.0653,Agressive,Agressive
2.71,0.369,3.18,4.2,2.27,-0.0703,Agressive,Agressive
2.67,0.374,3.06,4.27,2.24,-0.0831,Agressive,Agressive
2.7,0.37,3.04,4.19,2.15,-0.0758,Agressive,Agressive
2.73,0.366,3.02,3.98,2.12,-0.0691,Agressive,Agressive
2.73,0.366,2.92,3.86,2.08,-0.0721,Agressive,Agressive
2.77,0.361,2.86,3.98,2.08,-0.0672,Agressive,Agressive
2.7,0.37,2.85,4.14,2.19,-0.0462,Agressive,Agressive
2.69,0.372,2.71,4.32,2.06,-0.0303,Agressive,Agressive
2.63,0.38,2.86,4.39,2.04,-0.0241,Agressive,Agressive
2.72,0.368,2.83,4.3,1.86,-0.0196,Agressive,Agressive
2.96,0.338,2.78,4.2,1.78,-0.0106,Agressive,Agressive
3.02,0.331,2.82,4.09,1.77,-0.0101,Agressive,Agressive
3.06,0.327,2.88,4.06,1.8,-0.0157,Agressive,Agressive
3.04,0.329,2.97,4.06,1.89,-0.02,Agressive,Agressive
3.06,0.327,3.04,4.02,1.88,-0.0176,Agressive,Agressive
3.26,0.306,3.02,3.97,1.86,-0.00988,Agressive,Agressive
3.48,0.287,3.19,3.86,1.87,-0.00713,Agressive,Agressive
3.48,0.287,3.15,3.73,1.75,-0.00968,Agressive,Agressive
3.44,0.291,3.23,3.47,2.01,-0.00898,Agressive,Agressive
3.47,0.288,3.15,3.46,2.1,-0.00748,Agressive,Agressive
3.45,0.29,3.1,3.51,2.11,-0.00663,Agressive,Agressive
3.33,0.3,3.09,3.55,2.14,-0.00432,Agressive,Agressive
3.08,0.325,3.56,4.33,2.8,-0.00612,Calm,Calm
2.46,0.407,3.56,4.48,2.78,-0.0521,Calm,Calm
2.24,0.446,3.56,4.63,2.77,-0.0676,Calm,Calm
2.55,0.393,3.59,4.7,2.77,-0.0287,Calm,Calm
2.82,0.354,3.66,4.72,2.74,-0.015,Calm,Calm
2.97,0.336,3.63,4.76,2.67,-0.0155,Calm,Calm
2.99,0.335,3.7,4.87,2.76,-0.0179,Calm,Calm
3.1,0.322,3.94,4.97,2.79,-0.016,Calm,Calm
3.15,0.318,4.02,5.03,2.62,-0.0052,Calm,Calm
3.14,0.319,4.06,5.13,2.71,-0.00414,Calm,Calm
3.21,0.311,3.88,5.3,2.77,-0.0185,Calm,Calm
3.41,0.293,3.88,5.39,2.74,-0.0317,Calm,Calm
3.54,0.282,3.93,5.34,2.89,-0.0339,Calm,Calm
3.56,0.281,4.06,5.24,2.9,-0.038,Calm,Calm
3.53,0.283,4.1,5.23,2.95,-0.0426,Calm,Calm
3.49,0.286,4.13,5.3,2.9,-0.0453,Calm,Calm
3.63,0.276,4.12,5.27,2.85,-0.0361,Calm,Calm
3.63,0.276,4.07,5.16,2.83,-0.0315,Calm,Calm
3.58,0.279,3.86,5.14,2.9,-0.0363,Calm,Calm
3.6,0.278,3.74,5.16,2.91,-0.0376,Calm,Calm
3.59,0.278,3.65,5.06,2.81,-0.0339,Calm,Calm
3.44,0.291,3.71,4.88,3.11,-0.0251,Calm,Calm
3.21,0.311,3.65,4.83,3.05,-0.0145,Calm,Calm
3.11,0.322,3.68,4.87,3.17,-0.0081,Calm,Calm
2.93,0.342,3.5,4.87,3.34,-0.00342,Calm,Calm
2.79,0.358,3.46,4.76,3.41,0.00682,Calm,Calm
2.44,0.41,3.61,4.63,3.52,0.0178,Calm,Calm
1.95,0.514,3.48,4.64,3.66,0.0199,Calm,Calm
1.86,0.539,3.75,4.66,3.74,0.0109,Calm,Calm
1.68,0.596,4.06,4.55,4.04,0.0524,Calm,Calm
1.88,0.531,4.24,4.36,4.04,0.122,Calm,Calm
2.62,0.381,4.25,4.28,4.05,0.0481,Calm,Calm
3.17,0.315,4.37,4.21,3.93,0.0116,Calm,Calm
3.43,0.292,4.43,4.05,3.91,-0.000551,Calm,Calm
3.49,0.286,4.38,3.83,3.82,-0.00213,Calm,Calm
3.47,0.288,4.45,3.72,3.78,-0.00225,Calm,Calm
3.48,0.287,4.43,3.9,3.63,-0.00961,Calm,Calm
3.56,0.281,4.36,4.17,3.6,-0.0167,Calm,Calm
3.62,0.276,4.37,4.35,3.55,-0.0196,Calm,Calm
3.65,0.274,4.21,4.47,3.14,-0.02,Calm,Calm
3.65,0.274,3.97,4.48,2.82,-0.0245,Calm,Calm
3.55,0.282,3.85,4.44,2.93,-0.041,Calm,Calm
3.41,0.293,3.83,4.43,2.91,-0.0573,Calm,Calm
3.32,0.301,3.61,4.52,3.02,-0.0523,Calm,Calm
3.27,0.306,3.6,4.7,2.97,-0.038,Calm,Calm
3.25,0.308,3.63,4.8,3.01,-0.0375,Calm,Calm
3.29,0.304,3.38,4.8,2.99,-0.042,Calm,Calm
3.32,0.301,3.52,4.83,3.12,-0.0443,Calm,Calm
3.28,0.305,3.61,4.85,3.11,-0.047,Calm,Calm
3.25,0.308,3.6,4.85,2.97,-0.0501,Calm,Calm
3.24,0.309,3.6,4.88,2.94,-0.0512,Calm,Calm
3.25,0.307,3.71,4.92,2.86,-0.0505,Calm,Calm
3.18,0.314,3.7,4.96,2.78,-0.0442,Calm,Calm
2.88,0.347,3.74,4.98,2.8,-0.0574,Calm,Calm
2.56,0.391,3.72,4.99,2.66,-0.125,Calm,Calm
2.57,0.389,3.69,5.01,2.71,-0.173,Calm,Calm
2.77,0.361,3.72,5.05,2.79,-0.139,Calm,Calm
2.66,0.376,3.67,5.05,2.75,-0.12,Calm,Calm
2.72,0.368,3.63,4.95,2.59,-0.0791,Calm,Calm
2.96,0.337,3.61,4.76,2.55,-0.0485,Calm,Calm
3.02,0.331,3.57,4.58,2.55,-0.0391,Calm,Calm
3.11,0.321,3.43,4.44,2.49,-0.0307,Calm,Calm
3.11,0.321,3.44,4.41,2.6,-0.0311,Calm,Calm
3.17,0.315,3.39,4.69,2.64,-0.0289,Calm,Calm
3.4,0.294,3.33,5,2.62,-0.0156,Calm,Calm
3.55,0.281,3.33,4.98,2.64,-0.011,Calm,Calm
3.58,0.279,3.39,4.89,2.49,-0.00746,Calm,Calm
3.51,0.285,3.41,4.87,2.44,-0.00525,Calm,Calm
3.58,0.28,3.44,4.86,2.6,-0.00578,Calm,Calm
3.58,0.28,3.49,4.87,2.62,-0.00661,Calm,Calm
3.5,0.286,3.57,4.85,2.75,-0.00573,Calm,Calm
3.45,0.29,3.61,4.86,2.74,-0.0076,Calm,Calm
3.56,0.281,3.61,5,2.66,-0.0141,Calm,Calm
3.68,0.272,3.55,5.09,2.64,-0.0136,Calm,Calm
3.7,0.271,3.61,4.87,2.57,-0.0139,Calm,Calm
3.61,0.277,3.55,4.61,2.56,-0.0128,Calm,Calm
3.45,0.29,3.47,4.55,2.53,-0.0152,Calm,Calm
3.45,0.29,3.42,4.55,2.58,-0.0152,Calm,Calm
