alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
3.7,0.27,2.89,4.21,2.03,-0.0164,Agressive,Agressive
3.66,0.273,2.99,4.17,2.05,-0.0159,Agressive,Agressive
3.74,0.267,2.87,4.07,2.03,-0.0202,Agressive,Agressive
3.91,0.255,2.84,3.9,2.11,-0.0218,Agressive,Agressive
3.98,0.251,2.8,3.91,2.1,-0.0232,Agressive,Agressive
3.99,0.251,2.9,4.1,2.09,-0.0234,Agressive,Agressive
4,0.25,2.96,4.03,2.13,-0.0232,Agressive,Agressive
3.93,0.255,2.96,3.88,2.06,-0.0244,Agressive,Agressive
3.67,0.273,2.97,3.88,2.06,-0.0259,Agressive,Agressive
3.49,0.287,2.9,3.87,2.16,-0.0202,Agressive,Agressive
3.53,0.284,3.12,3.81,2.11,-0.0126,Agressive,Agressive
3.64,0.275,3.08,3.8,2.05,-0.0115,Agressive,Agressive
3.58,0.28,3.05,3.81,2.1,-0.01,Agressive,Agressive
3.3,0.303,3.13,3.86,2.25,-0.0154,Agressive,Agressive
3.01,0.332,3.35,3.87,2.28,-0.0213,Agressive,Agressive
2.87,0.349,3.45,3.65,2.27,-0.0108,Agressive,Agressive
2.86,0.349,3.47,3.34,2.2,-0.00228,Agressive,Agressive
2.85,0.35,3.78,3.21,2.34,-0.00909,Agressive,Agressive
2.77,0.362,3.84,3.25,2.5,-0.0114,Agressive,Agressive
2.76,0.363,3.85,3.27,2.55,-0.00748,Agressive,Agressive
2.7,0.371,3.84,3.23,2.63,-0.0191,Agressive,Agressive
2.41,0.415,3.79,3.52,2.77,-0.0305,Agressive,Agressive
2.2,0.455,3.75,3.99,2.96,-0.0573,Agressive,Agressive
2.22,0.45,3.78,4.18,3.14,-0.055,Agressive,Agressive
2.13,0.47,3.73,4.17,3.09,-0.0279,Agressive,Agressive
2.11,0.474,3.65,4.18,3.14,-0.0193,Agressive,Agressive
2.1,0.476,3.64,4.19,3.21,-0.0479,Agressive,Agressive
1.96,0.51,3.61,4.21,3.23,-0.0901,Agressive,Agressive
1.86,0.538,3.19,4.22,3.22,-0.105,Agressive,Agressive
1.86,0.537,3.18,4.19,3.21,-0.124,Agressive,Agressive
1.84,0.542,3.25,4.19,3.18,-0.141,Agressive,Agressive
1.75,0.572,3.24,4.14,3.08,-0.223,Agressive,Agressive
1.74,0.573,3.3,3.87,3.1,-0.254,Agressive,Agressive
1.66,0.602,3.3,3.33,2.9,-0.238,Agressive,Agressive
1.57,0.639,3.46,3.02,2.75,-0.251,Agressive,Agressive
1.95,0.512,3.4,3.04,2.75,-0.128,Agressive,Agressive
2.61,0.383,3.39,3.12,2.71,-0.0275,Agressive,Agressive
3.01,0.332,3.43,3.26,2.68,-0.0119,Agressive,Agressive
3.12,0.32,3.44,3.37,2.55,-0.012,Agressive,Agressive
3.14,0.319,3.58,3.47,2.55,-0.0114,Agressive,Agressive
3.14,0.319,3.65,3.61,2.67,-0.0104,Agressive,Agressive
3.13,0.319,3.66,3.7,2.71,-0.00968,Agressive,Agressive
3.08,0.324,3.76,3.74,2.74,-0.00514,Agressive,Agressive
3.08,0.325,3.76,3.83,2.74,-0.00497,Agressive,Agressive
