alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
3.73,0.268,3.45,4.48,2.12,-0.0353,Agressive,Calm
3.65,0.274,3.47,4.48,2.06,-0.0299,Agressive,Calm
3.64,0.274,3.46,4.39,2.09,-0.0315,Agressive,Calm
3.59,0.278,3.33,4.22,2.12,-0.03,Agressive,Calm
3.53,0.283,3.31,4.17,2.06,-0.0164,Agressive,Calm
3.37,0.297,3.36,4.15,2.02,-0.0073,Agressive,Calm
2.95,0.338,3.48,4.06,2.13,-0.00332,Agressive,Calm
2.47,0.406,3.49,3.84,2,0.0186,Agressive,Calm
2.38,0.421,3.55,3.71,2.13,0.0584,Agressive,Calm
2.61,0.384,3.58,3.65,2.18,0.0669,Agressive,Calm
2.72,0.368,3.54,3.63,2.13,0.0719,Agressive,Calm
2.69,0.372,3.5,3.53,2.08,0.105,Agressive,Calm
2.75,0.364,3.46,3.34,2.1,0.134,Agressive,Calm
2.81,0.356,3.61,3.2,2.08,0.145,Agressive,Calm
2.84,0.353,3.51,3.13,2.02,0.133,Agressive,Calm
2.99,0.334,3.47,3.3,2.02,0.129,Agressive,Calm
3.04,0.329,3.46,3.47,2,0.142,Agressive,Calm
3.04,0.329,3.33,3.58,1.97,0.135,Agressive,Calm
3.11,0.321,3.4,3.67,1.91,0.129,Agressive,Calm
3.22,0.311,3.31,3.65,1.75,0.138,Agressive,Calm
3.24,0.309,3.37,3.49,1.71,0.16,Agressive,Calm
3.25,0.308,3.43,3.35,1.68,0.173,Agressive,Calm
3.26,0.307,3.43,3.35,1.77,0.17,Agressive,Calm
3.26,0.307,3.46,3.34,1.73,0.149,Agressive,Calm
3.36,0.297,3.26,3.46,1.79,0.109,Agressive,Calm
3.44,0.29,3.28,3.68,1.82,0.0919,Agressive,Calm
3.43,0.292,3.18,3.77,1.95,0.0858,Agressive,Calm
3.45,0.29,3.23,3.74,1.92,0.0799,Agressive,Calm
3.54,0.283,3.25,3.72,1.92,0.0666,Agressive,Calm
3.54,0.283,3.27,3.65,1.9,0.0518,Agressive,Calm
3.44,0.291,3.3,3.62,1.83,0.0426,Agressive,Calm
3.37,0.296,3.24,3.74,1.94,0.0347,Agressive,Calm
3.34,0.299,3.33,3.92,1.99,0.0312,Agressive,Calm
3.41,0.293,3.28,3.95,2.06,0.0287,Agressive,Calm
3.48,0.287,3.36,4.02,2.41,0.0281,Agressive,Calm
3.36,0.298,3.44,4.13,2.47,0.0325,Agressive,Calm
3.21,0.312,3.51,4.14,2.59,0.028,Agressive,Calm
3.17,0.316,3.67,4.03,2.79,0.0199,Agressive,Calm
3.17,0.315,3.63,4.12,2.85,0.0211,Agressive,Calm
3.08,0.325,3.58,4.43,2.91,0.0318,Agressive,Calm
2.9,0.345,3.54,4.55,3.01,0.0417,Agressive,Calm
2.78,0.36,3.55,4.53,3.04,0.0313,Agressive,Calm
2.79,0.359,3.61,4.57,3.06,0.0114,Agressive,Calm
2.69,0.372,3.58,4.64,3.08,0.00134,Agressive,Calm
2.44,0.41,3.63,4.67,2.99,-0.00357,Agressive,Calm
2.52,0.397,3.66,4.64,3.03,0.0113,Agressive,Calm
2.72,0.368,3.61,4.52,2.94,0.0276,Agressive,Calm
2.82,0.355,3.75,4.4,2.98,0.0398,Agressive,Calm
2.87,0.348,3.78,4.35,2.84,0.0465,Agressive,Calm
2.93,0.342,3.82,4.16,2.78,0.0491,Agressive,Calm
3.02,0.332,3.84,3.86,2.73,0.0518,Agressive,Calm
3.13,0.32,3.9,3.86,2.74,0.0527,Agressive,Calm
3.16,0.317,3.99,4.03,2.73,0.0459,Agressive,Calm
3.19,0.313,3.96,4.1,2.66,0.0327,Agressive,Calm
3.29,0.304,3.91,4.02,2.64,0.0323,Agressive,Calm
3.44,0.291,3.89,4.04,2.54,0.0382,Agressive,Calm
3.41,0.293,3.78,4.1,2.38,0.0387,Agressive,Calm
3.34,0.299,3.73,4.11,2.3,0.0273,Agressive,Calm
3.34,0.299,3.52,4.11,2.16,0.00914,Agressive,Calm
3.33,0.3,3.34,4.13,2.25,-0.00205,Agressive,Calm
3.35,0.299,3.36,4.15,2.22,-0.00934,Agressive,Calm
3.37,0.297,3.29,4.14,1.93,-0.00923,Agressive,Calm
3.39,0.295,3.17,3.98,1.97,-0.00386,Agressive,Calm
3.36,0.298,2.94,3.49,2,0.00978,Agressive,Calm
3.38,0.296,2.89,3.13,2.12,0.0151,Agressive,Calm
3.22,0.311,3.03,3.11,2.08,0.00418,Agressive,Calm
3.04,0.329,3.05,3.04,2.11,-0.0064,Agressive,Calm
3.03,0.33,3.11,3.11,2.15,-0.0136,Agressive,Calm
2.98,0.336,3.23,3.3,2.17,-0.0133,Agressive,Calm
2.95,0.339,3.21,3.55,2.15,0.0107,Agressive,Calm
3.06,0.327,3.36,3.56,2.13,0.0426,Agressive,Calm
3.14,0.318,3.47,3.54,2.29,0.0329,Agressive,Calm
3.35,0.298,3.47,4.15,2.34,0.0105,Agressive,Calm
3.52,0.284,3.52,4.53,2.32,0.0124,Agressive,Calm
3.54,0.282,3.52,4.6,2.28,0.0224,Agressive,Calm
3.5,0.286,3.53,4.6,2.16,0.0241,Agressive,Calm
3.49,0.287,3.58,4.6,2.16,0.0195,Agressive,Calm
3.51,0.285,3.57,4.58,2.19,0.0153,Agressive,Calm
3.5,0.286,3.57,4.55,2.16,0.022,Agressive,Calm
3.49,0.286,3.48,4.48,2.16,0.0271,Agressive,Calm
3.43,0.292,3.49,4.42,2.13,0.0161,Agressive,Calm
3.26,0.307,3.29,4.43,2.11,0.00422,Agressive,Calm
3,0.333,3.35,4.27,1.81,0.0154,Agressive,Calm
2.58,0.388,3.31,3.65,1.79,0.0114,Agressive,Calm
2.76,0.362,3.22,3.03,1.93,-0.0471,Agressive,Calm
3.21,0.311,3.23,3.01,1.98,-0.0515,Agressive,Calm
3.49,0.286,3.22,3.01,1.99,-0.0391,Agressive,Calm
3.58,0.28,3.15,3.15,1.93,-0.0356,Agressive,Calm
3.56,0.281,3.07,3.37,1.98,-0.0286,Agressive,Calm
3.63,0.276,3.11,3.44,1.89,-0.0107,Agressive,Calm
3.7,0.27,3.24,3.51,1.87,0.00309,Agressive,Calm
2.76,0.362,3.71,3.63,2.37,-0.0275,Agressive,Agressive
2.86,0.35,3.62,3.66,2.44,-0.0142,Agressive,Agressive
2.89,0.346,3.62,3.57,2.5,0.000946,Agressive,Agressive
2.78,0.359,3.73,3.62,2.48,0.0031,Agressive,Agressive
2.76,0.362,3.68,3.81,2.49,-0.00687,Agressive,Agressive
2.76,0.362,3.55,3.98,2.44,-0.0107,Agressive,Agressive
2.76,0.363,3.64,4.02,2.51,0.00187,Agressive,Agressive
2.74,0.366,3.85,3.97,2.47,0.0217,Agressive,Agressive
2.78,0.36,3.86,3.97,2.48,0.0155,Agressive,Agressive
2.82,0.355,3.76,3.98,2.4,-0.000376,Agressive,Agressive
2.83,0.353,3.78,3.97,2.43,-0.00755,Agressive,Agressive
2.8,0.357,3.76,3.93,2.41,-0.0157,Agressive,Agressive
2.83,0.354,3.74,3.93,2.36,-0.027,Agressive,Agressive
2.95,0.339,3.56,3.94,2.26,-0.0244,Agressive,Agressive
3.08,0.325,3.59,3.83,2.23,-0.0161,Agressive,Agressive
3.17,0.315,3.62,3.59,2.2,-0.017,Agressive,Agressive
3.26,0.307,3.57,3.28,2.25,-0.0192,Agressive,Agressive
3.22,0.311,3.57,2.87,2.07,-0.0165,Agressive,Agressive
3.22,0.31,3.94,2.68,2.19,-0.0185,Agressive,Agressive
3.45,0.29,4.04,2.83,2.27,-0.0165,Agressive,Agressive
3.71,0.269,4.11,3.01,2.23,-0.0154,Agressive,Agressive
3.81,0.263,4.04,2.95,2.08,-0.023,Agressive,Agressive
3.81,0.262,4.1,3.04,2.13,-0.0346,Agressive,Agressive
3.74,0.267,4.11,3.44,2.1,-0.0436,Agressive,Agressive
3.68,0.272,4.11,3.61,2.11,-0.0448,Agressive,Agressive
3.66,0.273,4.09,3.67,2.2,-0.0395,Agressive,Agressive
3.6,0.278,4.1,3.75,2.17,-0.0328,Agressive,Agressive
3.52,0.284,4.07,3.85,2.16,-0.0308,Agressive,Agressive
3.51,0.285,3.84,3.9,2.19,-0.0284,Agressive,Agressive
3.39,0.295,3.4,3.89,2,-0.0268,Agressive,Agressive
2.94,0.34,3.29,3.85,1.92,-0.0262,Agressive,Agressive
2.55,0.392,3.27,3.84,1.87,-0.023,Agressive,Agressive
2.63,0.381,3.32,3.92,1.86,-0.0183,Agressive,Agressive
2.69,0.372,3.3,3.89,1.87,-0.0188,Agressive,Agressive
2.7,0.37,3.29,3.72,1.96,-0.0359,Agressive,Agressive
2.66,0.375,3.37,3.62,1.95,-0.0587,Agressive,Agressive
2.61,0.384,3.38,3.58,1.79,-0.0865,Agressive,Agressive
2.63,0.381,3.42,3.6,1.87,-0.0747,Agressive,Agressive
2.71,0.368,3.42,3.62,1.93,-0.0513,Agressive,Agressive
2.85,0.351,3.52,3.65,1.83,-0.0361,Agressive,Agressive
3.18,0.315,3.45,3.67,2.07,-0.0106,Agressive,Agressive
3.5,0.285,3.67,4,2.09,-0.00183,Agressive,Agressive
3.55,0.282,3.54,4.27,2.11,0.00911,Agressive,Agressive
3.48,0.287,3.55,4.27,2.23,0.0375,Agressive,Agressive
3.46,0.289,3.55,4.18,2.18,0.0548,Agressive,Agressive
3.45,0.29,3.58,4.25,2.11,0.0586,Agressive,Agressive
3.43,0.291,3.6,4.41,2.12,0.0509,Agressive,Agressive
3.47,0.288,3.57,4.47,2.17,0.0247,Agressive,Agressive
3.49,0.286,3.61,4.46,2.1,0.00218,Agressive,Agressive
3.45,0.29,3.55,4.45,2.13,-0.00734,Agressive,Agressive
3.32,0.301,3.48,4.47,2.12,-0.0158,Agressive,Agressive
3.04,0.329,3.39,4.43,1.93,-0.0281,Agressive,Agressive
2.66,0.376,3.28,4.18,2.05,-0.0317,Agressive,Agressive
2.36,0.423,3.24,3.85,1.95,-0.0436,Agressive,Agressive
2.34,0.427,3.28,3.78,1.97,-0.0492,Agressive,Agressive
2.41,0.415,3.29,3.77,2.04,-0.0609,Agressive,Agressive
2.59,0.386,3.24,3.6,1.95,-0.0723,Agressive,Agressive
2.59,0.387,3.18,3.43,1.94,-0.0646,Agressive,Agressive
2.72,0.368,3.11,3.43,1.84,-0.0293,Agressive,Agressive
2.81,0.355,3.04,3.3,1.81,0.00772,Agressive,Agressive
2.92,0.342,3.07,3.27,1.79,0.0221,Agressive,Agressive
3.14,0.318,3.17,3.42,1.82,0.0282,Agressive,Agressive
3.26,0.307,3.33,3.64,1.88,0.0321,Agressive,Agressive
3.26,0.307,3.36,3.82,1.69,0.0235,Agressive,Agressive
3.25,0.308,3.33,3.93,1.66,0.0157,Agressive,Agressive
3.25,0.308,3.16,3.96,1.55,0.0206,Agressive,Agressive
3.17,0.315,3.14,3.93,1.54,0.0372,Agressive,Agressive
3.12,0.32,3.16,3.84,1.68,0.047,Agressive,Agressive
3.06,0.327,3.3,3.79,1.91,0.0642,Agressive,Agressive
2.96,0.338,3.35,3.98,1.91,0.0706,Agressive,Agressive
2.9,0.345,3.44,4.12,2.07,0.0566,Agressive,Agressive
2.68,0.373,3.46,4.08,2.15,0.0405,Agressive,Agressive
2.29,0.437,3.34,3.97,2.06,0.023,Agressive,Agressive
2.17,0.462,3.22,3.9,2.07,0.0261,Agressive,Agressive
2.28,0.439,3.31,3.79,2.27,0.0188,Agressive,Agressive
2.34,0.428,3.45,3.68,2.37,0.00897,Agressive,Agressive
2.37,0.421,3.41,3.75,2.36,0.0188,Agressive,Agressive
2.59,0.385,3.36,3.98,2.29,0.0377,Agressive,Agressive
2.96,0.338,3.34,4.08,2.26,0.0274,Agressive,Agressive
3.19,0.313,3.19,3.97,2.17,0.00268,Agressive,Agressive
3.19,0.313,3.13,3.67,2.2,-0.0201,Agressive,Agressive
3.16,0.316,3.05,3.51,2.1,-0.0278,Agressive,Agressive
3.16,0.316,3.09,3.58,2.13,-0.0248,Agressive,Agressive
3.18,0.314,3.03,3.54,2.11,-0.03,Agressive,Agressive
3.25,0.308,3.1,3.63,1.89,-0.0285,Agressive,Agressive
3.43,0.292,3.17,3.84,1.86,-0.0154,Agressive,Agressive
3.59,0.278,2.99,3.92,1.75,-0.00903,Agressive,Agressive
3.67,0.273,3,3.81,1.92,-0.0149,Agressive,Agressive
3.68,0.272,3.05,3.67,1.99,-0.0108,Agressive,Agressive
3.55,0.282,3.13,3.65,1.96,0.00294,Agressive,Agressive
3.36,0.298,3.3,3.66,1.98,0.0214,Agressive,Agressive
3.33,0.3,3.35,3.77,1.91,0.0192,Agressive,Agressive
3.48,0.288,3.35,4.23,1.81,0.00206,Agressive,Agressive
3.71,0.27,3.31,4.53,1.86,-0.00325,Agressive,Agressive
3.8,0.263,3.27,4.58,1.89,0.00566,Agressive,Agressive
3.7,0.27,3.57,4.53,2.08,0.0128,Agressive,Agressive
3.56,0.281,3.58,4.51,2.02,0.01,Agressive,Agressive
3.55,0.282,3.62,4.66,2.01,0.0108,Agressive,Agressive
3.64,0.275,3.63,4.84,1.89,0.0197,Agressive,Agressive
3.72,0.269,3.55,4.87,1.85,0.026,Agressive,Agressive
3.8,0.263,3.62,4.89,1.91,0.0283,Agressive,Agressive
3.88,0.257,3.44,4.9,1.86,0.0283,Agressive,Agressive
3.92,0.255,3.44,4.84,2.05,0.031,Agressive,Agressive
3.83,0.261,3.48,4.62,2,0.0425,Agressive,Agressive
3.75,0.267,3.53,4.4,2.02,0.0579,Agressive,Agressive
3.8,0.263,3.57,4.35,1.93,0.0624,Agressive,Agressive
3.92,0.255,3.14,4.3,1.9,0.0631,Agressive,Agressive
3.15,0.317,3.37,4.37,1.71,-0.0132,Calm,Agressive
3.55,0.282,3.33,4.32,1.64,-0.0374,Calm,Sad
3.61,0.277,3.25,4.21,1.74,-0.0401,Calm,Sad
3.62,0.276,3.27,4.14,1.78,-0.0275,Calm,Sad
3.7,0.271,3.31,4.26,1.75,-0.0132,Calm,Sad
3.72,0.269,3.32,4.54,1.69,-0.00151,Calm,Sad
3.7,0.271,3.38,4.79,1.84,0.00364,Calm,Sad
3.67,0.272,3.19,4.94,1.75,0.00209,Calm,Sad
3.67,0.273,3.23,4.95,1.85,-0.0129,Calm,Sad
3.67,0.273,3.26,4.94,1.87,-0.0153,Calm,Sad
3.72,0.269,3.18,4.92,1.94,0.00932,Calm,Sad
3.75,0.266,3.31,4.93,1.93,0.037,Calm,Sad
3.64,0.275,3.39,4.99,1.9,0.0617,Calm,Sad
3.59,0.278,3.44,5.04,1.89,0.0706,Calm,Sad
3.54,0.283,3.47,5.01,1.86,0.0668,Calm,Sad
3.44,0.29,3.48,4.86,2.11,0.0658,Calm,Sad
3.49,0.286,3.62,4.61,2.15,0.0651,Calm,Sad
3.5,0.286,3.8,4.25,2.22,0.064,Calm,Sad
3.55,0.281,3.79,4.15,2.28,0.0641,Calm,Sad
3.72,0.269,3.77,4.25,2.3,0.0787,Calm,Sad
3.87,0.259,4.55,4.37,3.74,0.0667,Calm,Sad
4.18,0.239,5.14,4.92,3.78,0.0253,Calm,Sad
5.03,0.199,5.15,5.78,3.81,-0.00264,Calm,Sad
5.44,0.184,5.15,6.14,3.82,-0.00699,Calm,Sad
5.49,0.182,5.19,6.17,3.84,-0.00801,Calm,Sad
5.51,0.182,5.22,6.19,3.84,-0.00683,Calm,Sad
5.51,0.181,5.22,6.29,3.81,-0.00594,Calm,Sad
5.51,0.182,5.18,6.34,3.8,-0.00601,Calm,Sad
5.51,0.181,5.15,6.35,3.8,-0.00594,Calm,Sad
5.51,0.182,5.18,6.37,3.78,-0.00701,Calm,Sad
5.48,0.183,5.18,6.36,3.76,-0.00818,Calm,Sad
5.44,0.184,4.28,6.34,2.41,-0.00865,Calm,Sad
5.19,0.193,3.95,6.22,2.32,-0.00903,Calm,Sad
4.41,0.227,3.79,5.71,2.33,-0.0141,Calm,Sad
3.5,0.286,3.79,5.17,2.26,-0.024,Calm,Sad
3.3,0.303,3.38,5.11,2.15,-0.0429,Calm,Sad
3.22,0.311,3.29,5.01,2.15,-0.0925,Calm,Sad
3.21,0.312,3.25,4.64,2.16,-0.149,Calm,Sad
3.26,0.307,3.34,4.28,2.17,-0.147,Calm,Sad
3.19,0.314,3.23,3.85,2.15,-0.17,Calm,Sad
3.05,0.328,3.14,3.39,2.12,-0.173,Calm,Sad
3.18,0.314,3.07,3.35,2.06,-0.0728,Calm,Sad
3.41,0.293,3,3.52,1.92,-0.0315,Calm,Sad
3.61,0.277,2.93,3.47,1.96,-0.0185,Calm,Sad
3.69,0.271,3.09,3.42,1.88,-0.00893,Calm,Sad
3.7,0.27,3.17,3.38,1.89,0.000034,Calm,Sad
3.68,0.272,3.2,3.3,1.95,0.00722,Calm,Sad
3.67,0.273,3.18,3.25,1.93,0.0103,Calm,Sad
3.63,0.276,3.09,3.25,1.75,0.00984,Calm,Sad
3.62,0.276,3.12,3.25,1.64,0.0118,Calm,Sad
3.65,0.274,3.17,3.24,1.56,0.00488,Calm,Sad
3.63,0.276,3.17,3.27,1.62,-0.0104,Calm,Sad
3.48,0.287,3.11,3,1.66,-0.041,Calm,Sad
3.25,0.307,3.14,2.76,1.7,-0.0928,Calm,Sad
3.2,0.313,3.04,2.74,1.59,-0.115,Calm,Sad
3.21,0.311,3.07,3.03,1.69,-0.113,Calm,Sad
3.11,0.322,3.13,3.27,1.86,-0.129,Calm,Sad
3.08,0.325,3.22,3.29,1.81,-0.13,Calm,Sad
3.22,0.311,3.22,3.29,1.78,-0.124,Calm,Sad
3.31,0.302,3.22,3.28,1.79,-0.131,Calm,Sad
3.3,0.303,3.18,3.3,1.91,-0.14,Calm,Sad
3.25,0.307,3.17,3.32,1.9,-0.138,Calm,Sad
3.2,0.313,3.24,3.33,1.86,-0.127,Calm,Sad
3.14,0.318,3.46,3.32,1.88,-0.108,Calm,Sad
3.08,0.325,3.39,3.47,1.84,-0.109,Calm,Sad
3,0.334,3.43,3.53,1.83,-0.129,Calm,Sad
3.06,0.327,3.36,3.33,1.65,-0.11,Calm,Sad
3.27,0.306,3.44,3.14,1.58,-0.0781,Calm,Sad
3.38,0.296,3.39,3.09,1.54,-0.0551,Calm,Sad
3.39,0.295,3.51,3.19,1.73,-0.0609,Calm,Sad
3.47,0.288,3.56,3.2,1.75,-0.0715,Calm,Sad
3.54,0.282,3.49,3.14,1.77,-0.071,Calm,Sad
3.56,0.281,3.46,3.13,1.8,-0.0608,Calm,Sad
3.58,0.28,3.34,3.17,1.81,-0.0462,Calm,Sad
3.59,0.279,3.23,3.29,1.81,-0.0282,Calm,Sad
3.5,0.286,3.54,3.39,2.04,-0.00964,Calm,Sad
3.55,0.281,3.71,3.27,2.06,-0.000654,Calm,Sad
3.58,0.279,3.7,3.24,2.08,0.0109,Calm,Sad
3.44,0.291,3.57,3.27,2.12,0.0119,Calm,Sad
3.42,0.292,3.68,3.31,2.22,0.0134,Calm,Sad
3.48,0.287,3.71,3.31,2.29,0.0265,Calm,Sad
3.43,0.292,3.94,3.31,2.28,0.0491,Calm,Sad
3.45,0.29,4.06,3.36,2.28,0.0624,Calm,Sad
3.56,0.281,4.07,3.46,2.32,0.0696,Calm,Sad
3.65,0.274,4.07,3.48,2.3,0.0682,Calm,Sad
3.76,0.266,4.06,3.5,2.35,0.0607,Calm,Sad
