alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
2.75,0.364,3.17,3.52,2.68,0.0189,Agressive,Agressive
2.8,0.357,3.19,3.52,2.65,0.0137,Agressive,Agressive
2.87,0.348,3.24,3.6,2.6,0.015,Agressive,Agressive
2.9,0.344,3.27,3.63,2.46,0.0137,Agressive,Agressive
2.89,0.346,3.19,3.53,2.23,0.016,Agressive,Agressive
2.87,0.348,3.2,3.31,2.11,0.0119,Agressive,Agressive
2.73,0.366,3.08,3.27,2.07,0.00462,Agressive,Agressive
2.52,0.396,2.9,3.41,2.09,0.00242,Agressive,Agressive
2.48,0.404,2.99,3.56,2.07,-0.00444,Agressive,Agressive
2.59,0.387,2.98,3.72,2.04,-0.0225,Agressive,Agressive
2.5,0.4,3.04,3.75,2.01,-0.0304,Agressive,Agressive
2.33,0.429,3,3.86,1.93,-0.0231,Agressive,Agressive
2.33,0.43,2.99,4,2.12,-0.0352,Agressive,Agressive
2.34,0.428,2.9,3.95,2.17,-0.0181,Agressive,Agressive
2.34,0.426,2.85,3.93,2.17,-0.0104,Agressive,Agressive
2.38,0.42,3.11,4.08,2.17,-0.0162,Agressive,Agressive
2.39,0.419,3.19,4.14,2.2,-0.0102,Agressive,Agressive
2.39,0.418,3.25,4.07,2.28,-0.00933,Agressive,Agressive
2.49,0.401,3.21,4.03,2.3,0.00472,Agressive,Agressive
2.7,0.371,3.35,3.94,2.34,0.0211,Agressive,Agressive
2.87,0.348,3.38,3.87,2.33,0.0326,Agressive,Agressive
3.04,0.329,3.45,3.82,2.36,0.0305,Agressive,Agressive
3.12,0.321,3.45,3.68,2.42,0.0246,Agressive,Agressive
3.08,0.325,3.44,3.53,2.28,0.0186,Agressive,Agressive
3.06,0.327,3.43,3.66,2.21,0.0119,Agressive,Agressive
3.14,0.318,3.35,3.87,2.17,0.00372,Agressive,Agressive
3.18,0.315,3.21,3.98,2.16,-0.00165,Agressive,Agressive
3.2,0.312,3.22,4.01,2.27,-0.00344,Agressive,Agressive
3.21,0.311,3.31,3.99,2.17,-0.00235,Agressive,Agressive
3.13,0.319,3.39,4.01,2.08,-0.00711,Agressive,Agressive
2.95,0.339,3.24,4.05,2.06,-0.0212,Agressive,Agressive
3.12,0.32,3.25,4.1,2.05,-0.0391,Agressive,Agressive
3.47,0.288,3.34,4.34,2,-0.0399,Agressive,Agressive
3.84,0.26,3.39,4.46,1.98,-0.0305,Agressive,Agressive
4.09,0.244,3.42,4.45,2.02,-0.0236,Agressive,Agressive
4.19,0.239,3.38,4.38,2.1,-0.0209,Agressive,Agressive
4.21,0.237,3.39,4.21,2.14,-0.0202,Agressive,Agressive
4.21,0.238,3.45,3.99,2.13,-0.0197,Agressive,Agressive
4.22,0.237,3.52,4.01,2.07,-0.0199,Agressive,Agressive
4.29,0.233,3.45,4.28,2.13,-0.0194,Agressive,Agressive
4.38,0.229,3.41,4.57,2.15,-0.0176,Agressive,Agressive
4.4,0.227,3.5,4.86,2.29,-0.0167,Agressive,Agressive
4.3,0.232,3.62,4.95,2.33,-0.0164,Agressive,Agressive
4.06,0.246,3.52,4.86,2.33,-0.0154,Agressive,Agressive
3.86,0.259,3.53,4.86,2.4,-0.0156,Agressive,Agressive
3.67,0.272,3.52,4.9,2.37,-0.0179,Agressive,Agressive
3.53,0.284,3.62,4.96,2.65,-0.0173,Agressive,Agressive
3.77,0.265,3.67,5.03,2.74,-0.0103,Agressive,Agressive
4.22,0.237,3.68,5.06,2.76,-0.00731,Agressive,Agressive
4.45,0.225,3.61,5.01,2.72,-0.00653,Agressive,Agressive
4.53,0.221,3.57,4.82,2.7,-0.00829,Agressive,Agressive
4.52,0.221,3.56,4.49,2.73,-0.0106,Agressive,Agressive
4.5,0.222,3.36,4.06,2.73,-0.0105,Agressive,Agressive
4.48,0.223,3.23,3.94,2.7,-0.0105,Agressive,Agressive
4.47,0.224,3.25,3.88,2.69,-0.011,Agressive,Agressive
4.45,0.225,3.27,3.83,2.64,-0.0109,Agressive,Agressive
4.44,0.225,3.14,3.91,2.64,-0.0108,Agressive,Agressive
4.4,0.227,3.05,3.79,2.34,-0.0115,Agressive,Agressive
4.22,0.237,2.93,3.54,2.25,-0.0136,Agressive,Agressive
3.77,0.265,2.81,3.64,2.34,-0.0227,Agressive,Agressive
3.03,0.33,2.78,3.82,2.4,-0.0438,Agressive,Agressive
2.59,0.386,2.85,3.88,2.37,-0.0177,Agressive,Agressive
2.63,0.381,2.9,3.84,2.46,0.00175,Agressive,Agressive
2.77,0.361,3.81,3.95,2.54,-0.0069,Agressive,Agressive
3.37,0.297,4.28,4.26,2.71,-0.0241,Agressive,Agressive
3.85,0.26,4.38,4.49,2.68,-0.0172,Agressive,Agressive
3.94,0.254,4.44,4.51,2.72,-0.0143,Agressive,Agressive
3.94,0.254,4.48,4.47,2.76,-0.0148,Agressive,Agressive
4.02,0.249,4.51,4.46,2.8,-0.019,Agressive,Agressive
4.08,0.245,4.55,4.47,2.83,-0.0227,Agressive,Agressive
4.1,0.244,4.54,4.47,2.81,-0.0253,Agressive,Agressive
4.1,0.244,4.52,4.53,2.76,-0.0262,Agressive,Agressive
4.08,0.245,4.54,4.63,2.73,-0.0269,Agressive,Agressive
4.1,0.244,4.51,4.65,2.66,-0.0262,Agressive,Agressive
4.1,0.244,3.88,4.57,2.53,-0.0255,Agressive,Agressive
2.95,0.339,3.51,5.35,1.75,-0.00385,Agressive,Agressive
2.83,0.354,3.47,5.54,1.7,0.00532,Agressive,Agressive
2.89,0.346,3.5,5.59,1.64,-0.00411,Agressive,Agressive
3.09,0.324,3.49,5.5,1.61,-0.0283,Agressive,Agressive
3.2,0.312,3.41,5.37,1.59,-0.0526,Agressive,Agressive
3.19,0.314,3.32,5.24,1.7,-0.0705,Agressive,Agressive
3.15,0.317,3.08,5.2,1.75,-0.0738,Agressive,Agressive
3.08,0.325,3.01,5.21,1.71,-0.067,Agressive,Agressive
3.03,0.33,3,5.19,1.9,-0.0575,Agressive,Agressive
3.08,0.324,3.14,5.03,1.88,-0.0486,Agressive,Agressive
3.25,0.307,3.14,4.62,1.96,-0.042,Agressive,Agressive
3.37,0.297,3.11,3.93,2.05,-0.0422,Agressive,Agressive
3.34,0.299,3.08,3.06,2.1,-0.0429,Agressive,Agressive
3.2,0.313,3.08,2.71,2.14,-0.0422,Agressive,Agressive
2.95,0.339,3.11,2.7,2.21,-0.0311,Agressive,Agressive
2.82,0.355,3.15,2.72,2.31,-0.0154,Agressive,Agressive
2.72,0.367,3.15,2.7,2.28,-0.0066,Agressive,Agressive
2.68,0.374,3.32,2.69,2.33,-0.0108,Agressive,Agressive
2.78,0.36,3.36,2.86,2.31,-0.0282,Agressive,Agressive
2.9,0.345,3.48,2.76,2.35,-0.04,Agressive,Agressive
2.79,0.359,3.7,2.67,2.42,-0.0509,Agressive,Agressive
2.48,0.403,3.66,3.07,2.53,-0.0638,Agressive,Agressive
2.5,0.401,3.63,3.37,2.48,-0.059,Agressive,Agressive
2.68,0.373,3.61,3.44,2.49,-0.045,Agressive,Agressive
2.75,0.364,3.59,3.98,2.51,-0.041,Agressive,Agressive
2.85,0.351,3.65,4.44,2.5,-0.0444,Agressive,Agressive
3.03,0.33,3.65,4.53,2.39,-0.05,Agressive,Agressive
3.17,0.316,3.6,4.53,2.36,-0.051,Agressive,Agressive
3.17,0.316,3.47,4.51,2.33,-0.0498,Agressive,Agressive
3.09,0.324,3.38,4.48,2.34,-0.0503,Agressive,Agressive
3.01,0.332,2.95,4.48,2.23,-0.0451,Agressive,Agressive
2.99,0.335,2.9,4.43,2.09,-0.0429,Agressive,Agressive
2.95,0.339,2.95,4.3,1.96,-0.0472,Agressive,Agressive
2.82,0.354,3.09,4.28,2.11,-0.0544,Agressive,Agressive
2.66,0.376,3.07,4.19,2.11,-0.064,Agressive,Agressive
2.66,0.376,3.02,3.67,2.08,-0.0552,Agressive,Agressive
2.63,0.381,3.01,2.97,2.26,-0.0335,Agressive,Agressive
2.38,0.421,3.08,2.75,2.3,0.0093,Agressive,Agressive
2.1,0.476,3.21,2.75,2.38,0.0631,Agressive,Agressive
2.4,0.417,3.57,2.95,2.48,0.0486,Agressive,Agressive
2.9,0.345,3.77,3.68,2.54,0.034,Agressive,Agressive
3.23,0.31,3.83,4.11,2.61,0.0318,Agressive,Agressive
3.27,0.305,3.81,4.19,2.61,0.0329,Agressive,Agressive
3.31,0.302,3.87,4.27,2.62,0.025,Agressive,Agressive
3.29,0.304,3.81,4.35,2.58,0.026,Agressive,Agressive
3.3,0.303,3.89,4.41,2.62,0.0283,Agressive,Agressive
3.32,0.301,3.9,4.49,2.63,0.03,Agressive,Agressive
3.31,0.302,3.86,4.53,2.57,0.0333,Agressive,Agressive
3.29,0.304,3.83,4.54,2.56,0.035,Agressive,Agressive
3.29,0.304,3.77,4.53,2.5,0.0316,Agressive,Agressive
3.11,0.322,3.56,4.4,2.38,0.0315,Agressive,Agressive
2.57,0.39,3.41,4.06,2.27,0.0423,Agressive,Agressive
2.24,0.446,3.33,3.86,2.31,0.0236,Agressive,Agressive
2.12,0.472,3.27,3.77,2.44,0.0441,Agressive,Agressive
2.19,0.456,3.26,3.71,2.43,0.0688,Agressive,Agressive
2.36,0.425,3.15,3.59,2.39,0.0291,Agressive,Agressive
2.34,0.426,3.1,3.34,2.38,-0.0226,Agressive,Agressive
2.31,0.434,3.06,3.35,2.34,-0.0662,Agressive,Agressive
2.24,0.446,3.12,3.67,2.36,-0.101,Agressive,Agressive
2.45,0.408,3.07,3.86,2.39,-0.096,Agressive,Agressive
2.66,0.376,2.8,3.91,2.43,-0.0776,Agressive,Agressive
2.79,0.358,2.77,3.91,2.47,-0.0696,Agressive,Agressive
2.93,0.341,2.91,3.9,2.41,-0.0634,Agressive,Agressive
3.04,0.329,3,3.92,2.48,-0.0543,Agressive,Agressive
3.04,0.329,3.02,4.12,2.41,-0.0552,Agressive,Agressive
3.05,0.328,2.96,4.43,2.37,-0.0566,Agressive,Agressive
3.2,0.312,3,4.56,2.3,-0.0563,Agressive,Agressive
3.59,0.278,3.06,4.62,2.25,-0.0431,Agressive,Agressive
3.78,0.264,3.03,4.53,2.13,-0.0377,Agressive,Agressive
3.81,0.262,3.02,4.37,2.12,-0.0347,Agressive,Agressive
3.82,0.262,3.14,4.43,2,-0.0326,Agressive,Agressive
3.87,0.258,3.17,4.53,1.97,-0.029,Agressive,Agressive
3.91,0.256,3.15,4.55,1.92,-0.0261,Agressive,Agressive
3.89,0.257,2.94,4.54,1.89,-0.0249,Agressive,Agressive
3.91,0.256,2.93,4.49,1.82,-0.0243,Agressive,Agressive
3.94,0.254,2.96,4.29,1.88,-0.0243,Agressive,Agressive
3.92,0.255,2.96,3.95,1.78,-0.0232,Agressive,Agressive
3.69,0.271,3.08,3.59,1.88,-0.0191,Agressive,Agressive
3.42,0.292,3.04,3.44,1.96,-0.0117,Agressive,Agressive
3.28,0.305,3.21,3.42,1.98,-0.00981,Agressive,Agressive
3.3,0.303,3.24,3.28,2.07,-0.0112,Agressive,Agressive
3.11,0.321,3.13,3.19,2.15,-0.0126,Agressive,Agressive
2.84,0.353,3.07,3.05,2.11,-0.00423,Agressive,Agressive
2.73,0.366,3.06,3.05,2.11,-0.00785,Agressive,Agressive
2.61,0.384,3.06,3.37,1.99,-0.0164,Agressive,Agressive
2.68,0.373,3.15,3.51,2.08,-0.0251,Agressive,Agressive
2.78,0.36,3.13,3.56,2.02,-0.0285,Agressive,Agressive
2.81,0.356,3.03,3.63,2.03,-0.0341,Agressive,Agressive
2.79,0.358,2.92,3.66,2.11,-0.0411,Agressive,Agressive
2.74,0.366,3.02,3.66,2.13,-0.0496,Agressive,Agressive
2.66,0.376,2.86,3.79,2.35,-0.0622,Agressive,Agressive
2.76,0.362,3.02,3.85,2.5,-0.054,Agressive,Agressive
2.94,0.34,3.08,3.71,2.55,-0.0424,Agressive,Agressive
3.02,0.331,3.12,3.63,2.6,-0.0382,Agressive,Agressive
3.04,0.329,3.18,3.57,2.67,-0.0367,Agressive,Agressive
3.04,0.329,3.15,3.49,2.69,-0.0365,Agressive,Agressive
3.03,0.33,3.07,3.51,2.61,-0.0429,Agressive,Agressive
2.94,0.34,3.08,3.42,2.64,-0.0494,Agressive,Agressive
2.91,0.344,3.12,3.5,2.64,-0.0468,Agressive,Agressive
3.08,0.325,3.11,3.72,2.56,-0.0404,Agressive,Agressive
3.3,0.303,3,3.98,2.55,-0.0368,Agressive,Agressive
3.41,0.293,2.87,4.08,2.31,-0.0356,Agressive,Agressive
3.45,0.29,2.67,4.07,2.05,-0.0349,Agressive,Agressive
3.5,0.286,2.72,4.09,2.04,-0.0335,Agressive,Agressive
3.68,0.272,2.67,4.21,1.84,-0.0285,Agressive,Agressive
3.8,0.263,2.68,4.26,1.88,-0.0279,Agressive,Agressive
3.78,0.265,2.8,4.25,1.8,-0.0276,Agressive,Agressive
2.48,0.403,3.44,5.04,2.6,-0.055,Agressive,Agressive
2.49,0.401,3.55,5.02,2.48,-0.0542,Agressive,Agressive
2.71,0.369,3.69,5.05,2.5,-0.0622,Agressive,Agressive
2.96,0.338,3.68,5.22,2.54,-0.0637,Agressive,Agressive
3,0.333,3.77,5.38,2.58,-0.0836,Agressive,Agressive
3.01,0.332,3.83,5.49,2.58,-0.101,Agressive,Agressive
3.17,0.315,3.84,5.52,2.56,-0.0748,Agressive,Agressive
3.2,0.313,3.9,5.53,2.26,-0.068,Agressive,Agressive
3.34,0.3,3.83,5.53,2.23,-0.0617,Agressive,Agressive
3.4,0.294,3.86,5.42,2.16,-0.0543,Agressive,Agressive
3.36,0.298,3.7,5.26,2.14,-0.0569,Agressive,Agressive
3.41,0.294,3.49,5.17,2.13,-0.0594,Agressive,Agressive
3.47,0.288,3.35,5.17,2.12,-0.058,Agressive,Agressive
3.35,0.298,3.22,5.18,2.17,-0.0619,Agressive,Agressive
3.25,0.308,3.15,5.1,2.16,-0.0614,Agressive,Agressive
3.3,0.303,3.09,4.78,2.05,-0.047,Agressive,Agressive
3.3,0.303,3.13,4.49,2.09,-0.0359,Agressive,Agressive
3.23,0.31,3.12,4.54,2.26,-0.0452,Agressive,Agressive
3.39,0.295,3.16,4.49,2.41,-0.0366,Agressive,Agressive
3.45,0.29,3.16,4.55,2.51,-0.0311,Agressive,Agressive
3.4,0.294,3.12,4.79,2.52,-0.0289,Agressive,Agressive
3.44,0.291,3.1,4.89,2.5,-0.0161,Agressive,Agressive
3.5,0.285,2.99,4.9,2.48,-0.00962,Agressive,Agressive
3.54,0.282,3.13,4.93,2.51,-0.00695,Agressive,Agressive
3.58,0.279,3.18,4.92,2.51,-0.00728,Agressive,Agressive
3.56,0.281,3.16,4.84,2.53,-0.00703,Agressive,Agressive
3.48,0.287,3.19,4.84,2.63,-0.00961,Agressive,Agressive
3.43,0.291,3.17,4.84,2.62,-0.0128,Agressive,Agressive
3.41,0.293,3.2,4.78,2.59,-0.00894,Agressive,Agressive
3.18,0.314,3.11,4.78,2.63,-0.00424,Agressive,Agressive
2.99,0.335,3.07,4.68,2.55,0.0014,Agressive,Agressive
2.93,0.341,3.29,4.47,2.58,-0.00763,Agressive,Agressive
2.78,0.36,3.31,4.41,2.59,-0.0228,Agressive,Agressive
2.69,0.372,3.35,4.37,2.62,-0.0102,Agressive,Agressive
2.6,0.384,3.28,4.2,2.57,0.024,Agressive,Agressive
2.52,0.397,3.2,3.91,2.54,0.0333,Agressive,Agressive
2.63,0.38,3.18,3.74,2.55,0.00532,Agressive,Agressive
2.69,0.372,3.05,3.85,2.35,-0.00212,Agressive,Agressive
2.68,0.373,3.09,4.01,2.38,-0.00334,Agressive,Agressive
2.58,0.387,3,4.05,2.37,-0.0109,Agressive,Agressive
2.54,0.393,3.04,4.05,2.35,-0.0147,Agressive,Agressive
2.74,0.365,3,4.15,2.27,-0.0121,Agressive,Agressive
2.86,0.35,2.92,4.15,2.32,-0.0116,Agressive,Agressive
2.83,0.353,2.88,4.14,2.27,-0.0229,Agressive,Agressive
2.65,0.378,2.88,4.11,2.21,-0.0532,Agressive,Agressive
2.57,0.388,2.85,4.07,2.2,-0.0694,Agressive,Agressive
2.53,0.395,2.95,4.13,2.28,-0.0618,Agressive,Agressive
2.49,0.402,3.02,4.08,2.28,-0.0407,Agressive,Agressive
2.69,0.372,2.99,3.97,2.38,-0.0374,Agressive,Agressive
2.9,0.345,2.98,4.09,2.23,-0.0395,Agressive,Agressive
2.91,0.343,2.97,4.18,2.3,-0.0412,Agressive,Agressive
2.81,0.356,2.96,4.05,2.28,-0.0414,Agressive,Agressive
2.72,0.368,3.07,3.81,2.24,-0.0374,Agressive,Agressive
2.8,0.357,3.07,3.73,2.27,-0.0216,Agressive,Agressive
2.83,0.353,2.99,3.85,2.3,-0.0212,Agressive,Agressive
2.84,0.352,2.91,3.92,2.29,-0.0194,Agressive,Agressive
2.89,0.346,3.05,3.87,2.35,-0.0116,Agressive,Agressive
3,0.333,3.04,3.78,2.35,-0.0047,Agressive,Agressive
3,0.333,3.12,3.79,2.27,0.000309,Agressive,Agressive
2.77,0.361,3.12,3.66,2.16,0.019,Agressive,Agressive
2.68,0.373,3.15,3.39,2.21,0.0258,Agressive,Agressive
2.72,0.368,3.13,3.31,2.06,0.0084,Agressive,Agressive
2.75,0.364,3.1,3.37,2.1,-0.00608,Agressive,Agressive
2.62,0.382,2.95,3.53,2.11,-0.0255,Agressive,Agressive
2.44,0.411,3,3.53,2.08,-0.0467,Agressive,Agressive
2.36,0.424,3.1,3.29,2.04,-0.0413,Agressive,Agressive
2.38,0.42,3.13,3.22,2.05,-0.0483,Agressive,Agressive
2.36,0.424,2.97,3.2,2.12,-0.0775,Agressive,Agressive
2.33,0.429,2.86,3.07,2,-0.0985,Agressive,Agressive
2.42,0.412,2.94,2.85,2.11,-0.0758,Agressive,Agressive
2.4,0.417,2.9,2.97,2.08,-0.0771,Agressive,Agressive
2.39,0.418,2.78,3.31,2.04,-0.0591,Agressive,Agressive
2.41,0.414,2.8,3.41,2.01,-0.0289,Agressive,Agressive
2.5,0.4,2.85,3.36,2.03,-0.0176,Agressive,Agressive
2.59,0.385,2.84,3.42,2.04,-0.00976,Agressive,Agressive
2.58,0.387,2.65,3.72,2.13,-0.00788,Agressive,Agressive
2.73,0.367,2.79,3.86,2.19,-0.0149,Agressive,Agressive
2.87,0.349,2.69,3.9,2.14,-0.0221,Agressive,Agressive
2.85,0.351,2.8,4.05,2.12,-0.018,Agressive,Agressive
2.77,0.361,2.81,4.12,2.16,-0.0175,Agressive,Agressive
2.88,0.348,2.83,4.09,2.11,-0.0207,Agressive,Agressive
2.92,0.343,2.84,3.98,2.09,-0.0231,Agressive,Agressive
2.88,0.347,2.86,3.93,2.09,-0.0218,Agressive,Agressive
2.89,0.346,2.81,3.97,2.09,-0.0299,Agressive,Agressive
2.85,0.351,2.82,3.94,2.15,-0.0378,Agressive,Agressive
2.82,0.354,2.8,3.81,2.14,-0.0405,Agressive,Agressive
2.82,0.354,2.83,3.77,2.09,-0.0427,Agressive,Agressive
2.76,0.362,2.94,3.92,2.09,-0.0405,Agressive,Agressive
2.71,0.369,2.91,3.95,2.01,-0.0361,Agressive,Agressive
2.82,0.355,2.95,3.89,2.11,-0.0381,Agressive,Agressive
2.71,0.369,3,3.91,2.11,-0.0598,Agressive,Agressive
2.58,0.387,2.9,3.93,2.15,-0.0718,Agressive,Agressive
2.61,0.383,3.01,3.94,2.2,-0.0573,Agressive,Agressive
2.62,0.382,3.04,3.96,2.18,-0.0493,Agressive,Agressive
2.52,0.397,3.05,4.04,2.2,-0.0494,Agressive,Agressive
2.47,0.405,3.02,4.09,2.11,-0.0361,Agressive,Agressive
2.56,0.391,3.13,4.08,2.24,-0.0338,Agressive,Agressive
2.51,0.399,3.01,4.04,2.14,-0.0284,Agressive,Agressive
2.37,0.421,2.91,3.92,2.15,-0.0299,Agressive,Agressive
2.2,0.454,2.9,3.84,2.08,-0.0318,Agressive,Agressive
2.09,0.478,3.03,3.9,2.11,-0.0134,Agressive,Agressive
2,0.499,3.31,4.01,2.12,-0.000352,Agressive,Agressive
1.94,0.514,3.31,4.08,2.02,0.00934,Agressive,Agressive
1.89,0.529,3.31,4.06,2.03,-0.00704,Agressive,Agressive
1.87,0.534,3.31,3.93,2.08,-0.00797,Agressive,Agressive
1.99,0.501,3.33,3.82,2.06,-0.0326,Agressive,Agressive
2.73,0.366,3.21,3.53,2.23,-0.0352,Calm,Calm
2.74,0.365,3.02,3.36,2.24,-0.0372,Calm,Calm
2.65,0.378,2.87,3.22,2,-0.0464,Calm,Calm
2.59,0.386,3.04,3.23,1.88,-0.0493,Calm,Calm
2.63,0.38,3.06,3.26,1.93,-0.0483,Calm,Calm
2.68,0.373,3.07,3.24,2.18,-0.0493,Calm,Calm
2.62,0.382,3.18,2.9,2.25,-0.0538,Calm,Calm
2.51,0.399,3.24,2.53,2.22,-0.069,Calm,Calm
2.64,0.38,3.21,2.4,2.2,-0.0578,Calm,Calm
2.82,0.355,3.14,2.7,2.34,-0.0401,Calm,Calm
2.82,0.355,3.12,3.12,2.33,-0.0377,Calm,Calm
2.88,0.348,3.26,3.19,2.45,-0.0311,Calm,Calm
2.94,0.34,3.48,3.41,2.46,-0.03,Calm,Calm
2.91,0.343,3.51,3.85,2.47,-0.0276,Calm,Calm
2.92,0.343,3.43,4.07,2.45,-0.0263,Calm,Calm
2.9,0.345,3.51,4.1,2.48,-0.0221,Calm,Calm
2.76,0.362,3.53,4.11,2.24,-0.017,Calm,Calm
2.66,0.376,3.54,4.16,2.32,-0.0149,Calm,Calm
2.67,0.374,3.58,4.21,2.32,-0.0136,Calm,Calm
2.48,0.403,3.57,4.21,2.22,-0.0338,Calm,Calm
2.28,0.438,3.55,4.1,2.14,-0.061,Calm,Calm
2.22,0.45,3.59,4.16,2.19,-0.0643,Calm,Calm
2.17,0.461,3.52,4.36,2.04,-0.0722,Calm,Calm
2.29,0.436,3.35,4.32,2.09,-0.0764,Calm,Calm
2.28,0.438,3.38,4.11,2.12,-0.0861,Calm,Calm
2.28,0.438,3.27,4.03,2.13,-0.0688,Calm,Calm
2.28,0.439,3.16,4.04,2.15,-0.0592,Calm,Calm
2.33,0.43,3.12,4.1,2.2,-0.0676,Calm,Calm
2.32,0.431,3.03,4.15,2.21,-0.0769,Calm,Calm
2.34,0.427,2.98,4.11,2.2,-0.0386,Calm,Calm
2.63,0.381,3.02,4.13,2.2,-0.0231,Calm,Calm
2.81,0.356,3.07,4.22,2.17,-0.0407,Calm,Calm
2.85,0.351,2.99,4.15,2.24,-0.0604,Calm,Calm
2.78,0.36,2.96,3.97,2.27,-0.0764,Calm,Calm
2.8,0.358,3.02,4.04,2.21,-0.0708,Calm,Calm
2.98,0.336,3.14,4.27,2.19,-0.0617,Calm,Calm
3.17,0.315,3.23,4.37,2.15,-0.0603,Calm,Calm
3.24,0.309,3.26,4.45,2.19,-0.0582,Calm,Calm
3.25,0.308,3.28,4.55,2.09,-0.0524,Calm,Calm
3.28,0.305,3.16,4.73,2.23,-0.0508,Calm,Calm
3.3,0.303,3.15,4.86,2.38,-0.0552,Calm,Calm
3.25,0.307,3.17,4.86,2.53,-0.0597,Calm,Calm
3.16,0.316,3.32,4.77,2.6,-0.0557,Calm,Calm
3.14,0.319,3.37,4.7,2.66,-0.0471,Calm,Calm
3.16,0.317,3.36,4.76,2.7,-0.0366,Calm,Calm
3.15,0.318,3.25,4.85,2.69,-0.0351,Calm,Calm
3.03,0.33,3.13,4.95,2.67,-0.0245,Calm,Calm
2.91,0.343,3.13,5.02,2.65,-0.00307,Calm,Calm
2.93,0.341,3.16,5.04,2.64,-0.00333,Calm,Calm
3.06,0.327,3.14,4.98,2.62,-0.0126,Calm,Calm
3.1,0.323,3.2,4.84,2.45,-0.0151,Calm,Calm
2.98,0.335,3.23,4.81,2.33,-0.00978,Calm,Calm
2.92,0.342,3.07,4.89,2.21,-0.00398,Calm,Calm
3.04,0.329,2.89,4.93,2.16,-0.0142,Calm,Calm
3.29,0.304,2.78,4.93,1.94,-0.0327,Calm,Calm
3.48,0.287,2.71,4.86,1.89,-0.0379,Calm,Calm
3.68,0.272,2.69,4.75,2,-0.0372,Calm,Calm
3.77,0.265,2.56,4.57,2.09,-0.0427,Calm,Calm
3.76,0.266,2.52,4.35,2.05,-0.048,Calm,Calm
3.77,0.265,2.49,4.14,2,-0.0506,Calm,Calm
3.82,0.262,2.45,4.06,2,-0.0533,Calm,Calm
3.86,0.259,2.67,4.17,2.01,-0.0542,Calm,Calm
3.97,0.252,2.63,4.21,1.9,-0.0435,Calm,Calm
4.09,0.245,2.59,4.14,1.84,-0.0343,Calm,Calm
4.09,0.244,2.65,4.16,1.71,-0.0297,Calm,Calm
4.02,0.249,2.58,4.16,1.72,-0.0262,Calm,Calm
3.84,0.26,2.74,4.17,1.82,-0.0257,Calm,Calm
3.69,0.271,2.76,4.11,1.72,-0.0248,Calm,Calm
3.69,0.271,2.99,4.15,1.63,-0.0188,Calm,Calm
3.78,0.265,3.01,4.3,1.63,-0.0109,Calm,Calm
3.81,0.263,3.02,4.45,1.7,-0.00642,Calm,Calm
3.74,0.267,2.96,4.53,1.75,-0.00496,Calm,Calm
3.66,0.273,3.06,4.46,1.85,-0.00715,Calm,Calm
3.52,0.284,3.08,4.48,1.89,-0.013,Calm,Calm
3.28,0.305,3.1,4.53,1.91,-0.0207,Calm,Calm
