alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
3.61,0.277,3.17,3.98,1.72,-0.00743,Agressive,Calm
3.72,0.269,3.2,3.87,1.84,-0.00571,Agressive,Calm
3.66,0.274,3.31,3.86,2.06,-0.00487,Agressive,Calm
3.64,0.275,3.28,3.94,2.04,-0.00022,Agressive,Calm
3.68,0.272,3.25,3.91,1.95,0.00504,Agressive,Calm
3.65,0.274,3.25,3.94,1.89,0.0113,Agressive,Calm
3.74,0.267,3.06,4.23,1.85,0.0208,Agressive,Calm
3.78,0.264,2.9,4.32,1.76,0.0309,Agressive,Calm
3.81,0.262,2.87,4.21,1.79,0.0349,Agressive,Calm
3.86,0.259,2.92,4.08,1.92,0.0283,Agressive,Calm
3.88,0.258,2.84,4.1,1.9,0.0256,Agressive,Calm
3.68,0.271,2.84,4.21,1.88,0.0323,Agressive,Calm
3.45,0.29,2.78,4.36,1.77,0.0368,Agressive,Calm
3.42,0.292,2.74,4.51,1.74,0.0367,Agressive,Calm
3.37,0.297,2.74,4.56,1.81,0.0311,Agressive,Calm
3.24,0.309,2.85,4.55,1.85,0.0329,Agressive,Calm
3.14,0.318,2.85,4.46,1.83,0.0168,Agressive,Calm
3.05,0.328,3,4.28,1.89,-0.0457,Agressive,Calm
3.01,0.333,3.06,4.37,1.99,-0.105,Agressive,Calm
3.03,0.33,3.02,4.52,2,-0.0987,Agressive,Calm
2.93,0.342,2.97,4.71,1.98,-0.0905,Agressive,Calm
2.91,0.343,2.96,4.82,1.98,-0.0788,Agressive,Calm
2.92,0.342,3.01,4.79,1.96,-0.0778,Agressive,Calm
3,0.333,3.08,4.77,1.87,-0.0609,Agressive,Calm
3.36,0.298,3.04,4.67,1.86,-0.0159,Agressive,Calm
3.63,0.275,3.16,4.63,2.02,0.00251,Agressive,Calm
3.75,0.267,3.03,4.61,1.96,0.00625,Agressive,Calm
3.84,0.261,3.63,7.07,2.58,-0.00627,Agressive,Sad
3.72,0.269,3.17,6.88,1.97,-0.00766,Agressive,Sad
2.84,0.352,2.78,6.8,1.24,-0.0191,Agressive,Sad
2.35,0.425,2.59,6.52,2.99,-0.00422,Agressive,Sad
2.39,0.419,3.83,6.13,3.53,-0.0465,Agressive,Sad
3.61,0.277,4.62,5.91,4.62,-0.0462,Agressive,Sad
4.43,0.226,4.68,6.17,4.68,-0.0122,Agressive,Sad
4.94,0.203,4.77,6.42,4.71,-0.0124,Agressive,Sad
5.06,0.198,4.81,6.48,4.73,-0.0156,Agressive,Sad
5.08,0.197,4.86,6.48,4.73,-0.0146,Agressive,Sad
5.12,0.195,4.91,6.47,4.76,-0.0139,Agressive,Sad
5.14,0.194,4.9,6.48,4.76,-0.0139,Agressive,Sad
5.14,0.194,4.9,6.48,4.77,-0.0136,Agressive,Sad
5.14,0.195,4.89,6.49,4.77,-0.0133,Agressive,Sad
5.14,0.195,4.84,6.44,4.61,-0.0137,Agressive,Sad
5.09,0.197,4.49,6.33,3.99,-0.00959,Agressive,Sad
4.93,0.203,3.74,6.06,2.98,-0.00947,Agressive,Sad
4.27,0.234,3.63,5.35,2.68,-0.0203,Agressive,Sad
3.46,0.289,3.53,4.64,2.39,-0.00484,Agressive,Sad
3.38,0.296,3.35,4.42,2.42,0.0149,Agressive,Sad
3.31,0.302,3.42,4.49,2.58,0.00423,Agressive,Sad
3,0.333,3.25,4.57,2.37,0.00853,Agressive,Sad
2.93,0.342,3.25,4.54,2.39,0.0125,Agressive,Sad
2.97,0.337,3.22,4.41,2.17,-0.00246,Agressive,Sad
2.86,0.349,3.19,4.22,2.13,0.00599,Agressive,Sad
2.88,0.348,3.12,4.14,2.11,0.0169,Agressive,Sad
2.79,0.359,3.22,4.08,2.16,0.00882,Agressive,Sad
2.7,0.371,3.46,4.01,2.23,-0.00761,Agressive,Sad
2.75,0.364,3.23,3.85,2.23,-0.00852,Agressive,Sad
2.76,0.362,3.22,3.77,2.25,0.00804,Agressive,Sad
2.65,0.378,3.19,3.76,1.79,0.0238,Agressive,Sad
2.64,0.378,3.15,3.52,1.69,0.0151,Agressive,Sad
2.71,0.369,3.11,3.41,1.74,-0.00265,Agressive,Sad
2.64,0.378,3.12,3.52,1.73,0.00375,Agressive,Sad
2.62,0.381,3.13,3.66,1.75,0.000987,Agressive,Sad
2.7,0.371,3.17,3.72,1.88,-0.0239,Agressive,Sad
2.81,0.356,3.24,3.81,1.9,-0.0443,Agressive,Sad
2.99,0.335,2.78,3.69,1.86,-0.0463,Agressive,Sad
3.11,0.321,2.69,3.56,1.84,-0.0571,Agressive,Sad
3.09,0.324,2.64,3.59,1.79,-0.0918,Agressive,Sad
3.11,0.321,2.66,3.68,1.77,-0.127,Agressive,Sad
3.1,0.322,2.51,3.8,1.83,-0.136,Agressive,Sad
3.13,0.32,2.49,4.02,1.88,-0.114,Agressive,Sad
3.13,0.32,2.58,4.15,1.94,-0.093,Agressive,Sad
3.12,0.32,2.69,4.12,1.98,-0.0871,Agressive,Sad
3.13,0.32,2.64,4.09,1.88,-0.0832,Agressive,Sad
3.11,0.321,2.64,4.05,1.8,-0.0762,Agressive,Sad
3.01,0.333,2.73,3.98,1.8,-0.0838,Agressive,Sad
2.76,0.363,2.73,3.97,1.74,-0.127,Agressive,Sad
2.61,0.384,2.77,3.97,1.73,-0.136,Agressive,Sad
2.46,0.406,2.98,3.9,1.83,-0.0904,Agressive,Sad
2.49,0.402,3.15,3.8,1.95,-0.06,Agressive,Sad
2.5,0.4,3.18,3.75,1.84,-0.0672,Agressive,Sad
2.43,0.412,3.21,3.58,1.72,-0.0813,Agressive,Sad
2.47,0.406,3.27,3.32,1.85,-0.0683,Agressive,Sad
2.47,0.405,3.25,3.27,1.92,-0.049,Agressive,Sad
2.37,0.422,3.27,3.39,2.04,-0.0288,Agressive,Sad
2.36,0.424,3.23,3.62,2.07,0.0148,Agressive,Sad
2.31,0.433,3.25,3.86,2.39,0.0417,Agressive,Sad
2.6,0.384,3.39,4.1,2.46,0.0123,Agressive,Sad
3.16,0.317,3.4,4.19,2.46,0.0141,Agressive,Sad
3.51,0.285,3.23,4.19,2.43,0.03,Agressive,Sad
3.59,0.278,3.16,4.23,2.39,0.0429,Agressive,Sad
3.6,0.278,3.13,4.22,2.4,0.0382,Agressive,Sad
3.63,0.276,3.13,4.19,2.46,0.0206,Agressive,Sad
3.62,0.276,3.03,4.21,2.38,0.0101,Agressive,Sad
3.64,0.275,3.12,4.2,2.28,0.0102,Agressive,Sad
3.67,0.273,3.25,4.13,2.3,0.00804,Agressive,Sad
3.71,0.27,3.17,4.05,2.29,0.00262,Agressive,Sad
3.72,0.269,3.12,3.95,1.89,0.00169,Agressive,Sad
3.63,0.275,3.02,3.77,1.79,0.0024,Agressive,Sad
3.23,0.31,3,3.76,1.75,-0.00935,Agressive,Sad
2.76,0.362,2.98,3.73,1.7,-0.076,Agressive,Sad
2.71,0.369,3.04,3.64,1.68,-0.127,Agressive,Sad
2.68,0.374,3.23,3.7,1.67,-0.12,Agressive,Sad
2.54,0.394,3.29,3.98,1.5,-0.0989,Agressive,Sad
2.46,0.406,3.29,4.23,1.68,-0.0974,Agressive,Sad
2.48,0.403,3.1,4.25,1.67,-0.125,Agressive,Sad
2.35,0.425,3.12,4.3,1.58,-0.182,Agressive,Sad
2.17,0.46,3.13,4.48,1.61,-0.251,Agressive,Sad
2.11,0.475,3.11,4.62,1.57,-0.22,Agressive,Sad
2.04,0.491,3.12,4.7,1.79,-0.218,Agressive,Sad
1.99,0.502,3.09,4.75,1.87,-0.233,Agressive,Sad
2.05,0.487,3.11,4.8,2.02,-0.0972,Agressive,Sad
2.2,0.454,3.21,4.8,2.32,-0.0153,Agressive,Sad
2.7,0.37,3.01,4.74,2.34,0.00961,Agressive,Sad
3.12,0.321,2.97,4.58,2.45,0.0115,Agressive,Sad
3.2,0.312,3.02,4.44,2.53,0.0147,Agressive,Sad
3.21,0.312,3.03,4.4,2.57,0.0229,Agressive,Sad
3.26,0.307,2.95,4.24,2.59,0.0323,Agressive,Sad
3.39,0.295,2.93,3.85,2.7,0.0376,Agressive,Sad
3.44,0.291,3.14,3.49,2.82,0.0449,Agressive,Sad
3.43,0.291,3.22,3.19,2.9,0.0525,Agressive,Sad
3.43,0.291,3.19,2.82,2.93,0.0493,Agressive,Sad
3.42,0.292,3.19,2.51,3.02,0.0372,Agressive,Sad
3.32,0.301,3.05,2.48,2.93,0.0335,Agressive,Sad
2.99,0.335,3.08,2.58,3.01,0.0484,Agressive,Sad
2.71,0.369,3.19,2.99,2.99,0.0811,Agressive,Sad
2.66,0.376,3.21,3.35,2.92,0.0852,Agressive,Sad
2.63,0.38,3.26,3.59,2.98,0.0677,Agressive,Sad
2.64,0.379,3.35,3.91,3.03,0.0503,Agressive,Sad
2.68,0.373,3.29,4.07,3.01,0.0301,Agressive,Sad
2.7,0.37,3.13,4.08,2.85,0.0237,Agressive,Sad
2.72,0.367,3.1,4.08,2.8,0.0209,Agressive,Sad
2.74,0.365,3.17,4.09,2.72,0.0319,Agressive,Sad
2.95,0.339,3.18,4.08,2.63,0.0365,Agressive,Sad
3.37,0.297,3.19,3.92,2.08,0.0335,Calm,Sad
3.39,0.295,3.23,3.9,1.98,0.0311,Calm,Sad
3.43,0.292,3.29,3.85,1.98,0.0263,Calm,Sad
3.51,0.285,3.26,3.88,1.97,0.0198,Calm,Sad
3.56,0.281,3.28,3.96,1.98,0.0109,Calm,Sad
3.59,0.279,3.31,3.98,1.97,-0.00458,Calm,Sad
3.47,0.288,3.3,4.19,2.04,-0.0321,Calm,Sad
3.21,0.311,3.42,4.25,1.97,-0.0774,Calm,Sad
3.26,0.306,3.37,4.31,1.86,-0.0757,Calm,Sad
3.56,0.281,3.31,4.37,1.65,-0.0493,Calm,Sad
3.62,0.276,3.3,4.39,1.59,-0.0398,Calm,Sad
3.64,0.275,3.2,4.59,1.56,-0.031,Calm,Sad
3.59,0.279,3.19,4.7,1.51,-0.0346,Calm,Sad
3.58,0.28,3.19,4.72,1.52,-0.0429,Calm,Sad
3.53,0.283,3.24,4.71,1.38,-0.045,Calm,Sad
3.49,0.286,3.3,4.69,1.52,-0.0439,Calm,Sad
3.42,0.292,3.45,4.56,2.02,-0.0293,Calm,Sad
3.49,0.286,3.42,4.34,2.57,0.000309,Calm,Sad
3.55,0.282,3.42,4.21,2.9,0.00643,Calm,Sad
3.43,0.291,3.64,4,2.94,-0.0166,Calm,Sad
3.36,0.298,3.64,3.97,2.98,-0.0334,Calm,Sad
3.29,0.304,3.62,3.89,3.02,-0.0411,Calm,Sad
3.29,0.304,3.62,3.59,3.11,-0.0467,Calm,Sad
3.37,0.297,3.65,3.36,3.16,-0.0437,Calm,Sad
3.43,0.291,3.68,3.34,3.25,-0.0354,Calm,Sad
3.47,0.288,3.65,3.4,3.35,-0.0275,Calm,Sad
3.45,0.289,3.64,3.49,3.33,-0.0217,Calm,Sad
3.33,0.3,3.72,3.52,3.29,-0.0252,Calm,Sad
3.21,0.311,3.66,3.55,2.94,-0.0529,Calm,Sad
3.26,0.307,3.62,3.58,2.85,-0.0652,Calm,Sad
3.2,0.312,3.4,3.59,2.81,-0.0273,Calm,Sad
3.09,0.324,3.43,3.44,2.77,0.00808,Calm,Sad
3.15,0.318,3.66,3.26,2.82,0.00176,Calm,Sad
3.51,0.285,3.55,3.53,2.71,-0.0177,Calm,Sad
3.88,0.258,3.56,3.64,2.6,-0.0268,Calm,Sad
4.06,0.246,3.52,3.54,2.36,-0.0312,Calm,Sad
4.11,0.243,3.48,3.44,2.23,-0.0301,Calm,Sad
4.14,0.242,3.26,3.48,2.01,-0.0255,Calm,Sad
4.19,0.239,3.31,3.48,1.95,-0.0229,Calm,Sad
4.24,0.236,3.34,3.45,1.74,-0.0271,Calm,Sad
4.26,0.235,3.41,3.49,1.97,-0.0304,Calm,Sad
4.27,0.234,3.4,3.59,1.96,-0.0297,Calm,Sad
4.32,0.231,3.47,3.63,2.01,-0.0288,Calm,Sad
4.37,0.229,3.17,3.57,1.83,-0.0336,Calm,Sad
4.28,0.234,3.19,3.6,1.87,-0.0438,Calm,Sad
4.11,0.243,3.14,3.7,1.88,-0.0532,Calm,Sad
4.02,0.249,3.16,3.71,1.91,-0.0575,Calm,Sad
4.02,0.249,3.14,3.68,1.92,-0.0562,Calm,Sad
4.01,0.249,3.19,3.67,2.11,-0.0518,Calm,Sad
3.96,0.253,3.11,3.68,2.08,-0.0444,Calm,Sad
3.87,0.259,3.12,3.68,2.06,-0.0379,Calm,Sad
3.81,0.262,3.2,3.68,1.88,-0.0375,Calm,Sad
3.83,0.261,3.19,3.86,1.82,-0.0426,Calm,Sad
3.89,0.257,3.08,4.05,1.7,-0.0447,Calm,Sad
3.87,0.258,3.04,4.05,1.7,-0.0392,Calm,Sad
3.82,0.262,3.08,4.02,1.73,-0.032,Calm,Sad
3.81,0.263,3.19,3.98,1.76,-0.0323,Calm,Sad
3.84,0.26,3.26,3.97,1.75,-0.0378,Calm,Sad
3.82,0.262,3.32,3.97,1.64,-0.0474,Calm,Sad
3.75,0.267,3.27,3.95,1.54,-0.0681,Calm,Sad
3.72,0.269,3.29,3.96,1.56,-0.0839,Calm,Sad
3.75,0.267,3.28,4.15,1.54,-0.0932,Calm,Sad
3.73,0.268,3.11,4.51,1.54,-0.102,Calm,Sad
3.59,0.278,3.13,4.74,1.92,-0.102,Calm,Sad
3.4,0.294,3.24,4.78,1.97,-0.0912,Calm,Sad
3.24,0.309,3.27,4.71,1.99,-0.0627,Calm,Sad
3.05,0.328,3.18,4.67,1.87,-0.023,Calm,Sad
2.98,0.336,3.17,4.69,1.86,0.00892,Calm,Sad
2.99,0.335,3.09,4.75,1.91,0.0133,Calm,Sad
3.01,0.332,3.03,4.8,1.94,0.00359,Calm,Sad
3.03,0.33,2.98,4.8,1.93,-0.00448,Calm,Sad
3.03,0.33,3.38,4.81,2.07,-0.00245,Calm,Sad
3.02,0.331,3.44,4.72,2.1,0.00483,Calm,Sad
3.04,0.329,3.5,4.34,2.07,0.00734,Calm,Sad
3,0.333,3.47,3.77,1.84,0.00733,Calm,Sad
3.09,0.324,3.49,3.54,1.8,0.00528,Calm,Sad
3.13,0.32,3.46,3.49,1.79,-0.00261,Calm,Sad
3.07,0.325,3.47,3.43,1.82,-0.0133,Calm,Sad
3.07,0.326,3.49,3.32,1.86,-0.0226,Calm,Sad
3.03,0.33,3.54,3.1,1.86,-0.0307,Calm,Sad
3.03,0.33,3.63,2.99,1.77,-0.0364,Calm,Sad
3.08,0.325,3.56,3.12,1.75,-0.0412,Calm,Sad
3.07,0.326,3.23,2.99,1.56,-0.0532,Calm,Sad
3.02,0.331,3.14,2.78,1.48,-0.0548,Calm,Sad
3.03,0.33,3.09,2.78,1.43,-0.0537,Calm,Sad
2.99,0.335,3.07,2.87,1.36,-0.0634,Calm,Sad
2.83,0.353,3.02,3.03,1.4,-0.0965,Calm,Sad
