alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
2.53,0.396,3.09,3.56,1.82,-0.00278,Agressive,Agressive
2.44,0.411,3.16,3.54,1.61,-0.00336,Agressive,Agressive
2.34,0.427,3.02,3.5,1.7,-0.00277,Agressive,Agressive
2.3,0.434,2.94,3.43,1.65,-0.00286,Agressive,Agressive
2.32,0.431,2.85,3.35,1.63,-0.00551,Agressive,Agressive
2.41,0.415,2.84,3.23,1.62,-0.0143,Agressive,Agressive
2.55,0.393,2.86,2.95,1.59,-0.01,Agressive,Agressive
2.56,0.39,2.75,2.96,1.61,0.000068,Agressive,Agressive
2.54,0.393,2.57,3.02,1.7,-0.000749,Agressive,Agressive
2.54,0.394,2.61,2.98,1.69,-0.00235,Agressive,Agressive
2.48,0.403,2.58,3.01,1.66,-0.00545,Agressive,Agressive
2.5,0.4,2.51,3.13,1.58,-0.0356,Agressive,Agressive
2.79,0.358,2.37,3.2,1.66,-0.0712,Agressive,Agressive
3.04,0.329,2.62,3.24,1.46,-0.0746,Agressive,Agressive
3.08,0.325,2.6,3.24,1.63,-0.0776,Agressive,Agressive
3.07,0.326,2.73,3.19,1.63,-0.0672,Agressive,Agressive
2.95,0.339,2.83,3.09,1.74,-0.0546,Agressive,Agressive
2.74,0.365,3.04,2.98,1.78,-0.0727,Agressive,Agressive
2.72,0.368,3.08,2.93,1.72,-0.0863,Agressive,Agressive
2.76,0.362,3.1,2.91,1.84,-0.0712,Agressive,Agressive
2.77,0.361,3.2,2.91,1.89,-0.0632,Agressive,Agressive
2.81,0.356,3.2,2.68,1.92,-0.0703,Agressive,Agressive
2.75,0.364,3.23,2.46,1.92,-0.0663,Agressive,Agressive
2.46,0.406,3.28,2.74,1.97,-0.0553,Agressive,Agressive
2.17,0.461,3.21,2.88,2.03,-0.0172,Agressive,Agressive
2.14,0.467,3.19,2.89,1.92,0.00975,Agressive,Agressive
2.1,0.476,3.15,2.87,1.96,-0.00772,Agressive,Agressive
2.16,0.463,2.99,2.98,2.07,-0.0119,Agressive,Agressive
2.17,0.461,2.92,3.03,2.15,0.0228,Agressive,Agressive
2.24,0.446,3.08,3.04,2.3,0.044,Agressive,Agressive
2.24,0.446,3.12,3.37,2.26,0.0252,Agressive,Agressive
2.35,0.425,3.11,3.58,2.26,0.0246,Agressive,Agressive
2.4,0.417,3.3,3.66,2.29,0.0644,Agressive,Agressive
2.28,0.438,3.29,3.65,2.25,0.114,Agressive,Agressive
2.29,0.437,3.26,3.53,2.32,0.0894,Agressive,Agressive
2.5,0.4,3.28,3.66,2.31,0.00487,Agressive,Agressive
2.72,0.368,3.27,3.85,2.31,-0.0185,Agressive,Agressive
2.8,0.358,3.26,3.91,2.35,-0.00451,Agressive,Agressive
2.84,0.353,3.24,3.83,2.28,0.00466,Agressive,Agressive
2.86,0.35,3.18,3.84,2.27,-0.0043,Agressive,Agressive
2.82,0.355,3.11,3.86,2.1,-0.0118,Agressive,Agressive
2.77,0.361,3.15,3.92,2.08,-0.00892,Agressive,Agressive
2.67,0.375,3.07,4.01,2.08,-0.0134,Agressive,Agressive
2.63,0.38,3.01,4.05,2.19,-0.017,Agressive,Agressive
2.62,0.382,3.03,4.09,2.31,-0.0286,Agressive,Agressive
2.63,0.38,2.99,4.07,2.61,-0.00764,Agressive,Agressive
2.39,0.418,3.07,3.93,2.72,0.092,Agressive,Agressive
2.32,0.432,3.32,3.91,2.75,0.123,Agressive,Agressive
2.68,0.374,3.37,4.16,2.68,0.0562,Agressive,Agressive
2.74,0.365,3.37,4.34,2.66,0.0361,Agressive,Agressive
2.7,0.37,3.37,4.31,2.75,0.0312,Agressive,Agressive
2.82,0.355,3.29,4.24,2.74,0.0126,Agressive,Agressive
2.94,0.34,3.27,4.17,2.76,0.00286,Agressive,Agressive
2.98,0.336,3.27,4.12,2.76,0.00241,Agressive,Agressive
3.01,0.333,3.29,4.25,2.69,0.00369,Agressive,Agressive
3.02,0.331,3.26,4.43,2.42,0.00403,Agressive,Agressive
3.04,0.329,3.2,4.46,2.08,-0.00227,Agressive,Agressive
3.14,0.318,3.1,4.47,2.07,-0.0055,Agressive,Agressive
3.02,0.331,2.97,4.41,2.06,-0.0248,Agressive,Agressive
2.9,0.345,3,4.22,2.02,-0.0363,Agressive,Agressive
2.96,0.338,3.07,4.1,1.92,-0.0272,Agressive,Agressive
2.94,0.34,3.08,4.11,1.97,-0.0219,Agressive,Agressive
2.91,0.344,3.17,4.03,2.29,-0.00841,Agressive,Agressive
2.82,0.355,3.24,4.04,2.42,0.00223,Agressive,Agressive
2.96,0.338,3.3,4.13,2.52,-0.000843,Agressive,Agressive
3.2,0.313,3.43,3.92,2.55,-0.00646,Agressive,Agressive
3.22,0.311,3.46,3.88,2.58,-0.00893,Agressive,Agressive
3.17,0.316,3.47,4.1,2.6,-0.00514,Agressive,Agressive
3.17,0.315,3.45,4.19,2.59,-0.00935,Agressive,Agressive
3.15,0.317,3.42,4.27,2.63,-0.0101,Agressive,Agressive
3.06,0.327,3.55,4.42,2.68,-0.0103,Agressive,Agressive
3.04,0.328,3.58,4.48,2.8,-0.0122,Agressive,Agressive
3.04,0.328,3.54,4.48,2.89,-0.00846,Agressive,Agressive
2.54,0.394,3.12,3.22,2.61,0.0359,Agressive,Sad
2.41,0.416,3.21,3.27,2.67,0.0377,Agressive,Sad
2.36,0.424,3.2,3.39,2.71,-0.0166,Agressive,Sad
2.72,0.367,3.1,3.58,2.69,-0.0406,Agressive,Sad
2.77,0.361,3.14,3.67,2.57,-0.0478,Agressive,Sad
2.9,0.345,3.15,3.85,2.54,-0.0457,Agressive,Sad
3.19,0.314,3.15,4.27,2.6,-0.0492,Agressive,Sad
3.31,0.302,3.1,4.44,2.6,-0.0609,Agressive,Sad
3.38,0.296,3.14,4.48,2.34,-0.07,Agressive,Sad
3.43,0.291,3.03,4.55,2.26,-0.0708,Agressive,Sad
3.43,0.292,3.09,4.57,2.27,-0.0738,Agressive,Sad
3.45,0.29,3.05,4.52,2.26,-0.0746,Agressive,Sad
3.49,0.286,3.01,4.53,2.13,-0.0641,Agressive,Sad
3.38,0.296,3.15,4.56,2.15,-0.0602,Agressive,Sad
3.28,0.305,3.19,4.54,1.94,-0.0568,Agressive,Sad
3.25,0.308,3.17,4.49,2,-0.0593,Agressive,Sad
3.1,0.323,3.34,4.24,2,-0.072,Agressive,Sad
2.73,0.367,3.33,3.87,1.93,-0.0749,Agressive,Sad
2.55,0.393,3.32,3.87,1.84,-0.0554,Agressive,Sad
2.41,0.415,3.44,3.9,1.84,-0.0403,Agressive,Sad
2.26,0.443,3.41,3.69,1.81,-0.0213,Agressive,Sad
2.18,0.459,3.36,3.55,1.69,-0.00292,Agressive,Sad
1.94,0.516,3.34,3.79,1.8,-0.014,Agressive,Sad
1.71,0.584,3.25,3.83,2.05,-0.0659,Agressive,Sad
1.63,0.614,3.1,3.64,1.98,-0.138,Agressive,Sad
1.52,0.656,3.08,3.58,1.99,-0.155,Agressive,Sad
1.42,0.702,2.96,3.58,2.04,-0.0954,Agressive,Sad
1.62,0.617,2.74,3.71,2.02,-0.136,Agressive,Sad
2.41,0.415,2.99,3.96,2.21,-0.0598,Agressive,Sad
2.79,0.358,2.95,3.97,2.26,-0.0236,Agressive,Sad
2.84,0.352,2.87,3.89,2.31,-0.00956,Agressive,Sad
2.85,0.351,2.87,3.86,2.28,-0.000969,Agressive,Sad
2.93,0.341,2.81,3.8,2.27,0.0118,Agressive,Sad
2.93,0.341,2.86,3.77,2.19,0.0164,Agressive,Sad
2.96,0.338,2.98,3.84,1.93,0.0207,Agressive,Sad
2.96,0.338,3.1,3.92,1.96,0.0214,Agressive,Sad
3.08,0.324,3.1,3.96,1.88,0.018,Agressive,Sad
3.37,0.297,3.02,3.95,1.82,0.00838,Agressive,Sad
3.52,0.284,3.02,3.74,1.82,0.00273,Agressive,Sad
3.43,0.292,2.87,3.55,1.67,-0.00464,Agressive,Sad
3.29,0.304,2.9,3.54,1.58,-0.0183,Agressive,Sad
3.3,0.303,2.85,3.59,1.48,-0.0187,Agressive,Sad
3.31,0.303,2.86,3.65,1.52,-0.023,Agressive,Sad
3.36,0.298,2.88,3.64,1.54,-0.0241,Agressive,Sad
3.41,0.293,2.85,3.5,1.53,-0.0313,Agressive,Sad
3.42,0.292,2.72,3.43,1.63,-0.0346,Agressive,Sad
3.42,0.292,2.96,3.34,1.77,-0.0342,Agressive,Sad
3.41,0.293,3.02,3.23,1.8,-0.0352,Agressive,Sad
3.33,0.3,3.05,3.22,1.83,-0.0351,Agressive,Sad
3.09,0.324,3.04,3.22,2,-0.0282,Agressive,Sad
3.01,0.332,3.12,3.35,2.18,-0.0171,Agressive,Sad
3.03,0.33,3.09,3.37,2.36,-0.021,Agressive,Sad
3,0.333,3.09,3.31,2.37,-0.0234,Agressive,Sad
2.88,0.347,3.05,3.42,2.37,-0.0251,Agressive,Sad
2.85,0.351,3.07,3.57,2.37,-0.017,Agressive,Sad
2.9,0.345,3.09,3.53,2.38,-0.00156,Agressive,Sad
2.99,0.335,3.17,3.48,2.36,0.0071,Agressive,Sad
2.99,0.334,2.92,3.47,2.32,0.0104,Agressive,Sad
2.73,0.367,2.98,3.49,2.33,0.0299,Agressive,Sad
2.44,0.41,2.95,3.53,2.25,0.0599,Agressive,Sad
2.51,0.399,2.96,3.47,2.04,0.0487,Agressive,Sad
2.56,0.39,2.81,3.4,1.8,0.0408,Agressive,Sad
2.61,0.384,2.82,3.47,1.63,0.0433,Agressive,Sad
2.62,0.382,3.26,3.35,2.15,0.0337,Agressive,Sad
2.69,0.371,4.08,3.03,4,0.00731,Agressive,Sad
4.42,0.226,6.57,6.05,4.08,0.00461,Agressive,Sad
6.63,0.151,6.66,8.53,4.09,0.000865,Agressive,Sad
7.42,0.135,6.67,9.55,4.14,0.000629,Agressive,Sad
7.55,0.133,6.69,9.93,4.34,0.000586,Agressive,Sad
7.57,0.132,6.7,10.1,4.37,0.000613,Agressive,Sad
7.58,0.132,6.7,10.1,4.42,0.000631,Agressive,Sad
7.58,0.132,6.71,10.2,4.42,0.000719,Agressive,Sad
7.59,0.132,6.71,10.2,4.43,0.000779,Agressive,Sad
7.59,0.132,6.72,10.2,4.41,0.00078,Agressive,Sad
7.59,0.132,6.71,10.2,4.39,0.000783,Agressive,Sad
7.59,0.132,6.22,10.2,3.52,0.000795,Agressive,Sad
7.44,0.134,4.47,10.1,3.52,0.00082,Agressive,Sad
6.63,0.151,4.16,9.69,3.42,0.00127,Agressive,Sad
5.34,0.187,4.26,9.14,3.45,0.00453,Agressive,Sad
4.29,0.233,4.04,8.68,2.84,0.0159,Agressive,Sad
3.83,0.261,3.96,7.99,2.68,0.0314,Agressive,Sad
3.28,0.305,4.06,7.01,2.55,0.0534,Agressive,Sad
2.97,0.336,3.97,6.31,2.6,0.0446,Agressive,Sad
3.04,0.329,3.92,5.9,2.59,0.0415,Agressive,Sad
3.32,0.301,3.86,5.2,2.63,0.0487,Agressive,Sad
3.45,0.289,3.84,4.63,2.49,0.0471,Agressive,Sad
3.48,0.288,3.8,4.57,2.43,0.0434,Agressive,Sad
3.48,0.288,3.75,4.58,2.23,0.0439,Agressive,Sad
3.49,0.287,3.53,4.56,1.94,0.0451,Agressive,Sad
3.49,0.287,3.29,4.51,1.91,0.0464,Agressive,Sad
3.45,0.29,3.3,4.27,1.86,0.0419,Agressive,Sad
3.45,0.29,3.07,4.04,1.94,0.0344,Agressive,Sad
3.46,0.289,2.89,3.98,1.93,0.0291,Agressive,Sad
3.39,0.295,2.9,3.93,1.91,0.0293,Agressive,Sad
3.12,0.321,2.77,3.69,1.91,0.0232,Agressive,Sad
2.66,0.376,2.68,3.44,1.82,-0.00206,Agressive,Sad
2.38,0.42,2.65,3.28,1.82,-0.00997,Agressive,Sad
2.36,0.423,3.09,3.14,1.95,0.00336,Agressive,Sad
2.42,0.413,3.17,2.92,2.13,0.00398,Agressive,Sad
2.43,0.411,3.2,2.8,2.18,0.00719,Agressive,Sad
2.57,0.39,3.16,2.9,2.17,0.0178,Agressive,Sad
2.63,0.38,3.27,2.84,2.34,0.024,Agressive,Sad
2.51,0.399,3.71,2.76,2.45,0.0442,Agressive,Sad
2.86,0.35,3.79,4,2.61,0.0396,Agressive,Sad
3.5,0.286,3.74,5.39,2.63,0.0215,Agressive,Sad
3.76,0.266,3.78,6.01,2.67,0.0176,Agressive,Sad
3.79,0.264,3.86,6.2,2.78,0.0175,Agressive,Sad
2.82,0.355,3.21,3.78,2.33,-0.0117,Agressive,Agressive
2.92,0.342,3.32,4.45,2.4,0.00355,Agressive,Agressive
2.85,0.351,3.41,4.84,2.44,0.00462,Agressive,Agressive
2.99,0.334,3.55,4.93,2.42,0.014,Agressive,Agressive
3.28,0.305,3.5,5.06,2.49,0.039,Agressive,Agressive
3.36,0.297,3.53,5.16,2.56,0.0564,Agressive,Agressive
3.34,0.3,3.55,5.19,2.61,0.0585,Agressive,Agressive
3.44,0.291,3.57,5.23,2.57,0.0314,Agressive,Agressive
3.57,0.28,3.48,5.25,2.44,0.0149,Agressive,Agressive
3.61,0.277,3.44,5.26,2.17,0.0101,Agressive,Agressive
3.57,0.28,3.36,5.23,2.14,0.00573,Agressive,Agressive
3.44,0.291,3.18,5.09,2.13,0.000946,Agressive,Agressive
3.34,0.3,3.08,4.81,2.09,-0.000016,Agressive,Agressive
3.3,0.303,2.92,4.61,2.06,-0.00351,Agressive,Agressive
3.16,0.317,2.74,4.42,2.07,-0.0212,Agressive,Agressive
2.84,0.352,2.63,3.96,2.14,-0.0808,Agressive,Agressive
2.73,0.366,2.52,3.65,2.25,-0.153,Agressive,Agressive
2.78,0.359,2.45,3.59,2.2,-0.109,Agressive,Agressive
2.58,0.387,2.48,3.33,2.2,-0.0813,Agressive,Agressive
2.18,0.46,2.47,3.22,2.36,-0.0526,Agressive,Agressive
2.02,0.494,2.51,3.37,2.38,0.0125,Agressive,Agressive
2.1,0.477,2.5,3.51,2.44,0.0448,Agressive,Agressive
2.12,0.472,2.55,3.47,2.44,0.0649,Agressive,Agressive
2.37,0.421,2.49,3.35,2.36,0.128,Agressive,Agressive
2.65,0.377,2.39,3.18,2.35,0.158,Agressive,Agressive
2.81,0.356,2.61,3.18,2.28,0.146,Agressive,Agressive
3.05,0.328,2.96,3.57,2.22,0.109,Agressive,Agressive
3.03,0.331,3.21,4.01,2.23,0.108,Agressive,Agressive
3,0.333,3.53,4.22,2.28,0.113,Agressive,Agressive
3.24,0.309,3.79,4.27,2.25,0.0744,Agressive,Agressive
3.42,0.293,3.78,4.28,2.02,0.0405,Agressive,Agressive
3.45,0.29,3.75,4.25,2.03,0.0211,Agressive,Agressive
3.44,0.29,3.77,4.2,1.98,0.0166,Agressive,Agressive
3.41,0.293,3.79,4.19,1.97,0.0126,Agressive,Agressive
3.31,0.302,3.81,4.23,1.97,-0.000655,Agressive,Agressive
3.22,0.31,3.95,4.26,2,-0.0117,Agressive,Agressive
3.09,0.324,3.92,4.27,1.98,-0.0194,Agressive,Agressive
2.99,0.334,3.75,4.08,1.81,-0.0212,Agressive,Agressive
2.98,0.335,3.59,3.59,1.79,-0.0217,Agressive,Agressive
2.84,0.352,3.08,3.41,1.98,-0.037,Agressive,Agressive
2.35,0.426,4.57,3.57,2.14,-0.0682,Agressive,Agressive
4.51,0.222,5.77,6.7,2.09,-0.000139,Agressive,Agressive
6.38,0.157,5.85,8.78,2.27,0.000188,Agressive,Agressive
7.23,0.138,5.87,9.55,2.39,0.000045,Agressive,Agressive
7.43,0.135,5.88,9.77,2.45,0.000051,Agressive,Agressive
7.47,0.134,5.87,9.86,2.47,0.000292,Agressive,Agressive
7.49,0.134,5.86,9.91,2.5,0.000403,Agressive,Agressive
7.49,0.133,5.86,9.93,2.5,0.000402,Agressive,Agressive
7.49,0.133,5.86,9.94,2.54,0.00043,Agressive,Agressive
7.5,0.133,5.86,9.95,2.48,0.000454,Agressive,Agressive
7.5,0.133,5.86,9.96,2.39,0.00046,Agressive,Agressive
7.5,0.133,5.22,9.95,2.25,0.000458,Agressive,Agressive
7.4,0.135,3.35,9.83,2.18,0.000526,Agressive,Agressive
6.71,0.149,3.48,9.26,1.98,0.00121,Agressive,Agressive
5.58,0.179,3.16,8.36,1.98,0.00752,Agressive,Agressive
4.74,0.211,3.06,7.95,1.94,0.0161,Agressive,Agressive
3.98,0.251,3.02,7.56,1.89,0.0212,Agressive,Agressive
3.58,0.279,2.98,6.85,1.86,0.0267,Agressive,Agressive
3.19,0.313,2.97,6.19,1.89,0.0361,Agressive,Agressive
3.17,0.315,2.97,5.75,1.89,0.018,Agressive,Agressive
3.28,0.305,2.93,5.23,1.83,0.000654,Agressive,Agressive
3.38,0.296,2.92,4.7,1.82,-0.000342,Agressive,Agressive
3.42,0.293,3.05,4.32,1.79,0.00216,Agressive,Agressive
3.43,0.292,2.64,4.22,1.81,0.00416,Agressive,Agressive
3.44,0.291,2.48,3.98,1.76,-0.000855,Agressive,Agressive
3.37,0.297,2.51,3.13,1.72,-0.0173,Agressive,Agressive
3.19,0.314,2.74,2.68,1.78,-0.0365,Agressive,Agressive
3.03,0.33,2.83,2.79,1.76,-0.0495,Agressive,Agressive
3.03,0.33,2.86,3.02,1.75,-0.0552,Agressive,Agressive
3.07,0.325,2.81,3.2,1.6,-0.0592,Agressive,Agressive
2.95,0.339,2.92,3.23,1.74,-0.0702,Agressive,Agressive
2.64,0.378,3,3.17,1.74,-0.0823,Agressive,Agressive
2.59,0.387,3,3.14,1.73,-0.09,Agressive,Agressive
2.63,0.38,2.96,3.27,1.76,-0.099,Agressive,Agressive
2.64,0.379,2.97,3.36,1.72,-0.109,Agressive,Agressive
2.61,0.383,2.97,3.48,1.77,-0.118,Agressive,Agressive
2.44,0.411,3.05,3.67,1.69,-0.118,Agressive,Agressive
2.19,0.456,2.97,3.79,1.72,-0.116,Agressive,Agressive
2.25,0.444,2.89,3.83,1.66,-0.0998,Agressive,Agressive
2.34,0.427,2.87,3.82,1.73,-0.0764,Agressive,Agressive
2.39,0.418,3.13,3.93,1.84,-0.0808,Agressive,Agressive
2.66,0.376,2.91,3.96,1.75,-0.0443,Agressive,Agressive
3.07,0.326,3.02,4.09,1.8,-0.0333,Agressive,Agressive
3.14,0.318,3,4.18,1.78,-0.0327,Agressive,Agressive
3.13,0.319,3,4.13,1.69,-0.0269,Agressive,Agressive
3.17,0.316,3.09,4.08,1.67,-0.0282,Agressive,Agressive
3.32,0.301,3.08,4.02,1.71,-0.028,Agressive,Agressive
3.43,0.292,3.03,3.94,1.7,-0.0288,Agressive,Agressive
3.48,0.288,3.03,3.84,1.74,-0.0283,Agressive,Agressive
3.5,0.286,3.12,3.72,1.68,-0.0295,Agressive,Agressive
3.51,0.285,3.17,3.64,1.57,-0.0315,Agressive,Agressive
3.55,0.282,3.06,3.81,1.54,-0.0325,Agressive,Agressive
3.48,0.287,3.11,3.9,1.49,-0.038,Agressive,Agressive
3.39,0.295,2.96,3.77,1.54,-0.0429,Agressive,Agressive
3.36,0.297,2.99,3.8,1.67,-0.0469,Agressive,Agressive
3.37,0.297,2.97,3.96,1.67,-0.0441,Agressive,Agressive
3.37,0.297,2.83,4.06,1.68,-0.0343,Agressive,Agressive
3.4,0.294,2.91,4.09,1.62,-0.0229,Agressive,Agressive
3.4,0.294,2.87,4.06,1.69,-0.0173,Agressive,Agressive
3.34,0.299,2.95,4.06,1.62,-0.0187,Agressive,Agressive
3.31,0.303,2.91,4.01,1.71,-0.0147,Agressive,Agressive
3.24,0.309,2.89,3.84,1.67,-0.0102,Agressive,Agressive
3.21,0.312,2.82,3.54,1.65,-0.00319,Agressive,Agressive
3.17,0.316,2.79,3.41,1.62,0.00226,Agressive,Agressive
3.1,0.323,2.77,3.38,1.56,0.00119,Agressive,Agressive
3.12,0.321,2.7,3.26,1.47,-0.00516,Agressive,Agressive
3.54,0.282,3.09,4.81,1.63,-0.0301,Calm,Agressive
3.54,0.282,3.07,4.79,1.61,-0.021,Calm,Agressive
3.52,0.284,2.99,4.77,1.62,-0.0238,Calm,Agressive
3.51,0.285,2.82,4.53,1.58,-0.0224,Calm,Agressive
3.3,0.303,2.77,4.08,1.58,-0.0169,Calm,Agressive
2.96,0.337,2.75,3.84,1.59,-0.0148,Calm,Agressive
2.85,0.351,2.73,3.74,1.49,-0.0217,Calm,Agressive
2.83,0.354,2.51,3.58,1.5,-0.0242,Calm,Agressive
2.86,0.349,2.4,3.12,1.52,-0.0312,Calm,Agressive
3.06,0.327,2.67,2.96,1.47,-0.0458,Calm,Agressive
3.08,0.325,2.66,3.19,1.41,-0.0644,Calm,Agressive
2.9,0.345,2.67,3.22,1.56,-0.101,Calm,Agressive
2.78,0.36,2.69,3.32,1.54,-0.13,Calm,Agressive
2.76,0.362,2.75,3.47,1.56,-0.127,Calm,Agressive
2.73,0.366,2.84,3.58,1.54,-0.122,Calm,Agressive
2.75,0.364,2.83,3.62,1.53,-0.131,Calm,Agressive
2.78,0.359,2.83,3.62,1.59,-0.125,Calm,Agressive
2.76,0.362,2.85,3.62,1.77,-0.128,Calm,Agressive
2.8,0.357,2.86,3.62,1.74,-0.116,Calm,Agressive
2.76,0.362,3.03,3.54,1.84,-0.0929,Calm,Agressive
2.37,0.422,2.99,3.39,1.92,-0.0881,Calm,Agressive
2.14,0.466,3.02,3.25,1.94,-0.0505,Calm,Agressive
2.34,0.427,3.05,3.22,1.88,-0.00701,Calm,Agressive
2.51,0.398,3.1,3.4,1.89,0.0222,Calm,Agressive
2.67,0.375,3.11,3.44,1.89,0.0326,Calm,Agressive
2.77,0.361,3.08,3.35,1.89,0.0306,Calm,Agressive
2.77,0.361,3.14,3.43,1.87,0.0297,Calm,Agressive
2.89,0.345,3.14,3.62,1.89,0.0235,Calm,Agressive
3.07,0.325,3.16,3.66,1.88,0.00684,Calm,Agressive
3.29,0.304,3.35,3.67,1.95,-0.0139,Calm,Agressive
3.45,0.29,3.09,3.7,1.8,-0.0271,Calm,Agressive
3.47,0.288,3.07,3.71,1.79,-0.0319,Calm,Agressive
3.43,0.292,3.05,3.72,1.74,-0.0358,Calm,Agressive
3.45,0.29,3.19,3.72,1.78,-0.0366,Calm,Agressive
3.47,0.288,3.09,3.67,1.89,-0.0397,Calm,Agressive
3.42,0.293,3.12,3.69,2.31,-0.0503,Calm,Agressive
3.5,0.285,3.12,3.72,2.28,-0.0424,Calm,Agressive
3.63,0.276,3.19,3.49,2.28,-0.0333,Calm,Agressive
3.57,0.28,3.33,3.32,2.23,-0.0337,Calm,Agressive
3.46,0.289,3.3,3.32,2.18,-0.0309,Calm,Agressive
3.3,0.303,3.1,3.31,2.2,-0.0204,Calm,Agressive
3.15,0.318,3.1,3.44,2.2,-0.00251,Calm,Agressive
3.15,0.318,3.09,3.64,2.2,0.00412,Calm,Agressive
3.11,0.322,3.01,3.71,2.18,-0.000537,Calm,Agressive
3.04,0.329,3,3.58,2.22,-0.0109,Calm,Agressive
3.02,0.331,3.13,3.51,1.96,-0.0125,Calm,Agressive
2.91,0.343,3.11,3.46,1.77,-0.013,Calm,Agressive
2.7,0.37,3.01,3.45,1.83,-0.0258,Calm,Agressive
2.61,0.383,2.84,3.47,1.82,-0.0477,Calm,Agressive
2.64,0.379,2.7,3.5,1.86,-0.0472,Calm,Agressive
2.62,0.382,2.93,3.53,1.9,-0.0549,Calm,Agressive
2.6,0.384,3.04,3.47,2.03,-0.0613,Calm,Agressive
2.64,0.378,3.17,3.24,2.08,-0.0573,Calm,Agressive
2.69,0.372,3.32,3.1,2.1,-0.0518,Calm,Agressive
2.79,0.358,3.28,3.44,2.13,-0.0457,Calm,Agressive
2.81,0.355,3.17,3.68,2.08,-0.0543,Calm,Agressive
2.8,0.358,3.09,3.78,2.07,-0.0456,Calm,Agressive
2.77,0.361,3.14,3.89,2.04,-0.0315,Calm,Agressive
2.69,0.372,3.69,3.96,2.74,-0.0247,Calm,Agressive
2.55,0.393,3.88,3.94,2.9,-0.0058,Calm,Agressive
2.68,0.374,4.15,3.95,2.99,0.0242,Calm,Agressive
2.96,0.338,4.12,3.99,2.99,0.0242,Calm,Agressive
3.07,0.326,4.21,4.05,3.01,0.0276,Calm,Agressive
3.08,0.325,4.2,4.08,3.01,0.0388,Calm,Agressive
3,0.334,4.14,4.04,3.04,0.0465,Calm,Agressive
2.94,0.34,4.17,3.86,3.03,0.0499,Calm,Agressive
3.03,0.33,4.18,3.62,3.12,0.0484,Calm,Agressive
3.17,0.315,4.17,3.62,3.13,0.0267,Calm,Agressive
3.38,0.296,4.16,4,3.04,0.00979,Calm,Agressive
3.47,0.288,3.75,4.36,2.69,0.0118,Calm,Agressive
3.47,0.288,3.63,4.53,2.47,0.0111,Calm,Agressive
3.36,0.298,3.16,4.54,2.4,0.00392,Calm,Agressive
3.17,0.316,3.07,4.53,2.23,-0.00245,Calm,Agressive
3.12,0.32,2.79,4.49,2.17,-0.0119,Calm,Agressive
3.24,0.309,2.71,4.56,2.06,-0.0146,Calm,Agressive
3.33,0.3,2.78,4.71,2.08,-0.0108,Calm,Agressive
3.31,0.302,2.76,4.79,1.96,-0.0129,Calm,Agressive
3.32,0.302,2.81,4.78,1.74,-0.0183,Calm,Agressive
3.19,0.313,2.93,4.68,1.78,-0.0254,Calm,Agressive
